id,question,answer,category,table_id,output
19,How many years were Joan Crawford and Alfred Steele married?,4,actor,8,1. Identify the marriage and divorce years of Joan Crawford and Alfred Steele from the table. 2. Subtract the marriage year from the divorce year to find the duration of their marriage. 3. Perform the calculation: 1959 (divorce year) - 1955 (marriage year) = 4 years. Final Answer: Joan Crawford and Alfred Steele were married for 4 years.
20,How long in years did each of Joan Crawford's marriages last?,4,actor,8,"1. Identify the marriages and their durations from the table. 2. Calculate the duration of each marriage by subtracting the year they got married from the year they got divorced. 3. Summarize the results. 4. Present the final answer.

Joan Crawford was married to Douglas Fairbanks Jr. from 1929 to 1933, which lasted 4 years. She was married to Franchot Tone from 1935 to 1939, which lasted 4"
21,At what age did Hebar Pazardzhik originally retire from his career?,39,wrestling,13,"1. The table provides the birthdate of Steve Austin, which is December 18, 1964. 2. The table also states that Steve Austin retired from his wrestling career on March 30, 2003. 3. To find out his age at retirement, we need to calculate the difference between the retirement date and his birthdate. 4. Since we are looking for his age at the time of retirement, we do not need to consider the current date. 5"
22,How many years ago did Hebar Pazardzhik debut his first match?,33,wrestling,13,"1. The table provides the date of Hebar Pazardzhik's debut, which is September 30, 1989. 2. We need to calculate the number of years that have passed since his debut until the current year, which is 2022. 3. To find the number of years, we subtract the debut year from the current year: 2022 - 1989 = 33 years. 4. Therefore, Hebar Pazardzhik debuted his"
23,For how many more years was Steve Austin married to Jeanie Clarke than Kathryn Burrhus?,5,wrestling,13,"1. Steve Austin was married to Kathryn Burrhus from 1990 to 1992, which is a total of 2 years. 2. He was married to Jeanie Clarke from 1992 to 1999, which is a total of 7 years. 3. To find out how many more years he was married to Jeanie Clarke than Kathryn Burrhus, we subtract the number of years he was married to Kathryn Burrhus from the number of years he was married to"
24,How old was Steve Austin when he started his wrestling career?,25,wrestling,13,"1. Steve Austin was born on December 18, 1964. 2. He started his wrestling career on September 30, 1989. 3. To find out how old he was when he started wrestling, we need to calculate the difference between 1989 and 1964. 4. Subtracting the years, we get 1989 - 1964 = 25 years. 5. However, since he had not yet reached his birthday in "
25,How many years elapsed between Steve Austin's first retirement and his return match?,19,wrestling,13,"1. Steve Austin's first retirement was in March 2003. 2. He returned for a one-off match in April 2022. 3. To find the number of years between these two events, we subtract the earlier year from the later year: 2022 - 2003 = 19 years. Final Answer: 19 years elapsed between Steve Austin's first retirement and his return match."
26,How old was Steve Austin when he began his professional wrestling career?,25,wrestling,13,"1. Steve Austin was born on December 18, 1964. 2. He began his professional wrestling career on September 30, 1989. 3. To find out how old he was at that time, we need to calculate the difference between 1989 and 1964. 4. Subtracting the years, we get 1989 - 1964 = 25 years. 5. Since his birthday in 1989 had not yet occurred by"
27,How old was Steve Austin when he originally retired from professional wrestling?,38,wrestling,13,"1. Steve Austin was born on December 18, 1964. 2. He originally retired from professional wrestling on March 30, 2003. 3. To find out how old he was at that time, we need to calculate the difference between 2003 and 1964. 4. Subtracting the years, we get 2003 - 1964 = 39 years. 5. However, since he had not yet reached his birthday in "
28,How many years after Ethiopia was first established did Mekelle become its capital?,601,empire,22,"1. Identify the year Ethiopia was first established: According to the table, Ethiopia was first established in 1270. 2. Identify the year Mekelle became the capital: The table indicates that Mekelle became the capital in 1871. 3. Calculate the number of years between the establishment of Ethiopia and the time Mekelle became the capital: Subtract the year Ethiopia was established from the year Mekelle became the capital: 1871 - 1270 = 501 years."
29,How many years longer was Habte Giyorgis prime minister than Yekuno Amlak was emperor?,3,empire,22,1. Identify the years of Habte Giyorgis' term as Prime Minister: Habte Giyorgis was Prime Minister from 1909 to 1927. 2. Identify the years of Yekuno Amlak's term as Emperor: Yekuno Amlak was Emperor from 1270 to 1285. 3. Calculate the duration of Habte Giyorgis' term: 1927 - 1909 = 18 years. 
30,How many years did the Ethiopian-Adal war last?,14,empire,22,1. Identify the start and end years of the Ethiopian-Adal war from the table. 2. Subtract the start year from the end year to find the duration of the war. 3. The Ethiopian-Adal war started in 1529 and ended in 1543. 4. Calculate the duration: 1543 - 1529 = 14 years. Final Answer: The Ethiopian-Adal war lasted for 14 years.
31,How many years after the constitution was adopted was the monarchy abolished?,44,empire,22,"1. Identify the year the constitution was adopted: According to the table, the constitution was adopted on 16 July 1931. 2. Identify the year the monarchy was abolished: The table states that the monarchy was abolished on 21 March 1975. 3. Calculate the number of years between the adoption of the constitution and the abolition of the monarchy: Subtract the year the constitution was adopted from the year the monarchy was abolished: 1975 - 1931 = "
32,Italian Eritrea happened how many years before the Ethiopian Empire monarchy was abolished?,85,empire,22,1. Identify the year Italian Eritrea happened: Italian Eritrea happened in 1890. 2. Identify the year the Ethiopian Empire monarchy was abolished: The Ethiopian Empire monarchy was abolished in 1975. 3. Calculate the difference in years between the two events: 1975 - 1890 = 85 years. Final Answer: Italian Eritrea happened 85 years before the Ethiopian Empire monarchy was abolished.
33,How many years after last playing for Monterrey did Mohamed first manage the team?,15,footballer,36,"1. Identify the last year Ricardo Antonio Mohamed played for Monterrey, which is 2018. 2. Identify the year he first managed Monterrey, which is 2019. 3. Calculate the difference in years between 2018 and 2019. 4. Subtract the earlier year from the later year to find the number of years between the two events. 5. The calculation is 2019 - 2018 = 1 year. Final Answer: "
34,How many years did Antonio Mohamed manage his previous team before managing the team he currently manages?,1,footballer,36,"1. Identify the previous team Antonio Mohamed managed before Atlético Mineiro. From the table, we can see that Antonio Mohamed managed Monterrey from 2015-2018. 2. Determine the years he managed Monterrey. He managed Monterrey for 3 years (2015, 2016, and 2017). 3. Identify the current team he manages. According to the table, Antonio Mohamed currently manages Atlético Mineiro. 4. Calculate the number of years between the"
35,How many years did Zinedine Zidane spend in the youth division?,9,footballer,40,"1. We need to identify the years Zinedine Zidane spent in the youth division. 2. The table provides a section labeled ""Youth career"" with the years listed. 3. The years listed are 1981-1982, 1982-1983, 1983-1986, and 1986-1989. 4. To find the total number of years, we need to calculate the duration of each period and then sum them up. "
36,In what year did Zinedine Zidane start his senior career?,1989,footballer,40,"1. The table provides a section labeled ""Senior career*"". 2. This section lists the years Zinedine Zidane played for various clubs. 3. The first entry in this section is ""1989-1992 | Cannes"". 4. This indicates that Zinedine Zidane started his senior career in 1989. 5. The question asks for the year he started his senior career, which we have determined to be 1989. Final Answer: 198"
37,How many years longer was Zidane's senior career than his youth career?,9,footballer,40,"1. Identify the years of Zidane's youth career: 1981-1982, 1982-1983, 1983-1986, 1986-1989. 2. Calculate the total years of his youth career: 1982 - 1981 = 1 year, 1983 - 1982 = 1 year, 1986 - 1983 = 3 years, 1989 - 1986 = 3 years."
38,How many years after last playing for Real Madrid did Zidane become its assistant manager?,7,footballer,40,"1. Identify the year Zidane last played for Real Madrid, which is 2006. 2. Identify the year Zidane started as Real Madrid's assistant manager, which is 2013. 3. Calculate the difference between the two years: 2013 - 2006 = 7 years. Final Answer: Zidane became Real Madrid's assistant manager 7 years after his last playing year."
39,How many years did Roy Emerson play at an amateur level until he turned pro?,15,tennis,50,"1. Roy Emerson turned pro in 1968. 2. He started playing tennis as an amateur in 1953. 3. To find out how many years he played as an amateur, we subtract the year he turned pro from the year he started playing as an amateur. 4. So, 1968 - 1953 = 15 years. Final Answer: Roy Emerson played as an amateur for 15 years before turning pro."
40,How old was Roy Emerson when he began to play professionally?,32,tennis,50,"1. Roy Emerson was born on November 3, 1936. 2. He turned professional in 1968. 3. To find out how old he was when he turned professional, we subtract the year he was born from the year he turned professional. 4. So, 1968 - 1936 = 32. Roy Emerson was 32 years old when he began to play professionally. Final Answer: Roy Emerson was 32 years old when he began to play"
41,How many years after winning a doubles tournament did Roy Emerson win a singles tournament?,2,tennis,50,"1. Identify the years Roy Emerson won doubles tournaments. From the table, we can see that he won doubles tournaments in 1959, 1960, 1961, 1962, 1964, 1965, 1966, and 1967. 2. Identify the years Roy Emerson won singles tournaments. From the table, we can see that he won singles tournaments in 1961, 1963, 1964, 1965, 196"
42,How long in years did it take Roy Emereson to go from amateur to pro?,15,tennis,50,"1. Roy Emerson turned pro in 1968. 2. He started his amateur career in 1953. 3. To find out how many years it took him to go from amateur to pro, we subtract the year he turned pro from the year he started his amateur career. 4. So, 1968 - 1953 = 15 years. Final Answer: It took Roy Emerson 15 years to go from amateur to pro."
43,How old was Roy Emerson when he retired from professional play?,47,tennis,50,"1. Roy Emerson was born on November 3, 1936. 2. He retired from professional play in 1983. 3. To find out how old he was when he retired, we subtract the year he was born from the year he retired: 1983 - 1936 = 47. 4. Since he was born in November and retired in 1983, he had not yet reached his birthday in 1983, so we do not need to"
44,In what year did Roy Emerson first win a Grand Slam Singles Tournament?,1961,tennis,50,"1. We are looking for the first year Roy Emerson won a Grand Slam Singles Tournament. 2. The table lists Grand Slam singles results, which include the years he won. 3. We need to find the earliest year in the list. 4. The earliest year listed is 1961. 5. Roy Emerson won the Australian Open in 1961, the US Open in 1961, and Wimbledon in 1961. 6. Since we are looking for the"
45,How many years after turning pro did Roy Emerson retire?,15,tennis,50,"1. Roy Emerson turned pro in 1968. 2. He retired in 1983. 3. To find out how many years after turning pro he retired, we subtract the year he turned pro from the year he retired: 1983 - 1968 = 15 years. Final Answer: Roy Emerson retired 15 years after turning pro."
46,How old was Roy Emerson when he first won the French Open Doubles?,24,tennis,50,"1. Roy Emerson was born on November 3, 1936. 2. He first won the French Open Doubles in 1960. 3. To find out his age in 1960, we subtract the year of his birth from the year he won the French Open Doubles: 1960 - 1936 = 24. 4. Therefore, Roy Emerson was 24 years old when he first won the French Open Doubles. Final Answer: Roy Emerson"
47,What year was Roy Emerson inducted into the International Tennis Hall of Fame?,1982,tennis,50,"1. We are looking for the year Roy Emerson was inducted into the International Tennis Hall of Fame. 2. The table provides a column labeled ""Int. Tennis HoF"" which stands for International Tennis Hall of Fame. 3. The value in the ""Int. Tennis HoF"" column for Roy Emerson is ""1982"". 4. This indicates the year he was inducted. 5. Therefore, the final answer is the year 1982.

Final Answer: 1982"
48,How long in years did Roy Emerson play in the amateur league before going professional?,15,tennis,50,"1. Roy Emerson turned pro in 1968. 2. He started playing in the amateur league in 1953. 3. To find out how long he played in the amateur league, we subtract the year he turned pro from the year he started playing in the amateur league. 4. So, 1968 - 1953 = 15 years. Final Answer: Roy Emerson played in the amateur league for 15 years before going professional."
49,How long in years did Roy Emerson play professionally?,15,tennis,50,"1. Roy Emerson turned pro in 1968. 2. He retired in 1983. 3. To find the number of years he played professionally, we subtract the year he turned pro from the year he retired: 1983 - 1968 = 15 years. Final Answer: Roy Emerson played professionally for 15 years."
50,How many years passed between Nicklaus's first U.S. Open win and his final Masters Tournament victory?,24,golf,66,"1. Identify the years of Nicklaus's first U.S. Open win and his final Masters Tournament victory. From the table, we can see that Nicklaus's first U.S. Open win was in 1962 and his final Masters Tournament victory was in 1986. 2. Calculate the number of years between these two events. To find the number of years that passed, we subtract the earlier year from the later year: 1986 - 1962 = 24 years."
51,How many years after marrying did Nicklaus turn professional?,1,golf,66,"1. Identify the year Nicklaus got married: According to the table, Nicklaus got married in 1960. 2. Identify the year Nicklaus turned professional: The table states that Nicklaus turned professional in 1961. 3. Calculate the difference in years between the two events: Subtract the year of marriage from the year he turned professional: 1961 - 1960 = 1 year. Final Answer: Nicklaus turned professional 1 year after marrying."
52,How many years after turning pro did Jack Nicklaus win his first Masters Tournament?,2,golf,66,"1. Jack Nicklaus turned professional in 1961. 2. He won his first Masters Tournament in 1963. 3. To find out how many years after turning pro he won his first Masters, we subtract the year he turned professional from the year he won his first Masters. 4. So, 1963 (year of first Masters win) - 1961 (year turned professional) = 2 years. Final Answer: Jack Nicklaus won his first Masters Tournament"
53,How many years had Jack Nicklaus been playing when he won his first Masters Tournament?,2,golf,66,"1. Jack Nicklaus turned professional in 1961. 2. He won his first Masters Tournament in 1963. 3. To find out how many years he had been playing when he won his first Masters, we subtract the year he turned professional from the year he won his first Masters. 4. So, 1963 - 1961 = 2 years. Final Answer: Jack Nicklaus had been playing for 2 years when he won his first Masters Tournament."
54,How many years had Jack Nicklaus been playing when he won his last PGA as leading money winner?,15,golf,66,"1. Identify the year Jack Nicklaus won his last PGA as leading money winner, which is 1976. 2. Determine the year he turned professional, which is 1961. 3. Calculate the number of years between 1961 and 1976. 4. Subtract the earlier year from the later year: 1976 - 1961 = 15 years. Final Answer: Jack Nicklaus had been playing for 15 years when he won his last PGA"
55,What was the last year that Jack Nicklaus won a U.S. Open?,1980,golf,66,"1. We are looking for the last year Jack Nicklaus won a U.S. Open. 2. We need to find the U.S. Open section in the table. 3. In the U.S. Open section, we see a list of years Jack Nicklaus won the U.S. Open. 4. The years listed are 1962, 1967, 1972, 1980. 5. To find the last year, we look for the most"
56,How many years passed between Diegel's first PGA Championship win and his T16 finish at the Masters?,6,golf,68,"1. Leo Diegel won the PGA Championship in 1928 and 1929. 2. He finished T16 at the Masters Tournament in 1934. 3. To find the number of years between these two events, we subtract the earlier year (1928) from the later year (1934). 4. 1934 - 1928 = 6 years. Final Answer: 6 years passed between Diegel's first PGA Championship win and his T16 finish"
57,How many years before Diegel died was the picture taken?,19,golf,68,1. Identify the year the picture was taken: The picture was taken in 1932. 2. Identify the year Diegel died: Diegel died in 1951. 3. Calculate the difference in years between the picture being taken and Diegel's death: 1951 - 1932 = 19 years. Final Answer: The picture was taken 19 years before Diegel died.
58,How long in years was Leo Diegel married?,17,golf,68,"1. Leo Diegel got married in 1934. 2. He died in 1951. 3. To find out how long he was married, we subtract the year he got married from the year he died: 1951 - 1934 = 17 years. Final Answer: Leo Diegel was married for 17 years."
59,How many years after starting his pro career did Diegel marry Violet Bird Diegel?,18,golf,68,"1. Leo Diegel turned professional in 1916. 2. He married Violet Bird Diegel in 1934. 3. To find out how many years after starting his pro career he got married, we subtract the year he turned professional from the year he got married: 1934 - 1916 = 18 years. Final Answer: Leo Diegel married Violet Bird Diegel 18 years after starting his pro career."
60,How many years after winning his first competition did Leo Diegel pass away?,31,golf,68,"1. Leo Diegel turned professional in 1916. 2. He won his first competition in 1928. 3. He passed away on May 5, 1951. 4. To find out how many years after winning his first competition he passed away, we subtract the year he won his first competition from the year he passed away: 1951 - 1928 = 23 years. Final Answer: Leo Diegel passed away 23 years after winning his"
61,How many years ago did Leo Diegel die?,71,golf,68,"1. Identify the year of Leo Diegel's death: The table states that Leo Diegel died on May 5, 1951. 2. Determine the current year: The current year, as given in the instructions, is December 2022. 3. Calculate the number of years since Leo Diegel's death: Subtract the year of death from the current year: 2022 - 1951 = 71 years. Final Answer: Leo Diegel died 71"
62,How many years into his professional career did Sam Snead win the Masters?,15,golf,70,"1. Sam Snead turned professional in 1934. 2. He won the Masters in 1949. 3. To find out how many years into his professional career he won the Masters, we subtract the year he turned professional from the year he won the Masters. 4. So, 1949 - 1934 = 15 years. Final Answer: Sam Snead won the Masters 15 years into his professional career."
63,What year did Sam Snead begin playing professionally?,1934,golf,70,"1. The table provides a section labeled ""Career"" which contains information about Sam Snead's professional life. 2. Within the ""Career"" section, there is a row with the heading ""Turned professional"" followed by a year. 3. The year listed next to ""Turned professional"" is the year Sam Snead began playing golf professionally. 4. The year given is 1934. 5. Therefore, we can conclude that Sam Snead began playing professionally in"
64,How many years separate the time Sam Snead began playing professionally and his death?,68,golf,70,"1. Sam Snead turned professional in 1934. 2. He died on May 23, 2002. 3. To find the number of years between these two events, we subtract the year he turned professional from the year of his death: 2002 - 1934 = 68 years. Final Answer: 68 years."
65,How many years before he married Audrey Karnes Snead did Snead begin his pro career?,6,golf,70,"1. Sam Snead turned professional in 1934. 2. He married Audrey Karnes Snead in 1940. 3. To find out how many years before he married Audrey he began his pro career, we subtract the year he turned professional from the year he married Audrey. 4. So, 1940 (year of marriage) - 1934 (year he turned professional) = 6 years. Final Answer: Sam Snead began his pro career 6"
66,How many years after starting his pro career did Snead win his first championship?,8,golf,70,"1. Sam Snead turned professional in 1934. 2. He won his first PGA Championship in 1942. 3. To find out how many years after starting his pro career he won his first championship, we subtract the year he turned professional from the year he won his first championship: 1942 - 1934 = 8 years. Final Answer: Sam Snead won his first PGA Championship 8 years after starting his pro career."
67,How old was Sam Snead when he turned professional?,21,golf,70,"1. Sam Snead turned professional in 1934. 2. Sam Snead was born on May 23, 1925. 3. To find out how old he was when he turned professional, we subtract the year he turned professional from his birth year. 1934 - 1925 = 9. Sam Snead was 9 years old when he turned professional. Final Answer: Sam Snead was 9 years old when he turned professional."
68,What year was Chuck Howley drafted into the NFL?,1958,rugby,74,"1. The table provides a section labeled ""NFL Draft"" with the information ""1958 / Round: 1 / Pick: 7"". 2. The year of the draft is explicitly mentioned in the table. 3. No other years are mentioned in the context of the NFL draft, so we can conclude that the year Chuck Howley was drafted into the NFL is 1958. Final Answer: 1958"
69,How many years did Chuck Howley play for the Los Raiders?,12,rugby,74,"1. Identify the relevant information from the table: ""Career history: ['Chicago Bears (1958-1959) | los Raiders (1961-1973)']"" 2. Determine the time span for the Los Raiders: ""1961-1973"" 3. Calculate the number of years: Subtract the starting year from the ending year: 1973 - 1961 = 12 years 4. Final Answer: Chuck Howley played for the Los Raiders for"
70,How many years was Chuck Howley a 5× First-team All-Pro?,5,rugby,74,"1. Identify the relevant information from the table: ""5× First-team All-Pro (1966-1970)"" 2. Determine the time span: 1966 to 1970 3. Calculate the number of years: 1970 - 1966 = 4 years 4. Final Answer: Chuck Howley was a 5× First-team All-Pro for 4 years. Final Answer: 4 years"
71,How old was Chuck Howley when his NFL career began?,22,rugby,74,"1. We know that Chuck Howley was born on June 28, 1936. 2. His NFL career began in 1958. 3. To find out how old he was when his NFL career began, we need to calculate the difference between the year he started his NFL career and his birth year. 4. Subtract the birth year (1936) from the year he started his NFL career (1958). 5. The calculation is 1958 -"
72,When was the last year that Chuck Howley played in the Pro Bowl?,1971,rugby,74,"1. We are given a table with information about Chuck Howley, a former American football player. 2. The table includes a section titled ""Career highlights and awards,"" which lists various accolades and recognitions. 3. Among the awards listed, we find ""6× Pro Bowl (1965-1969, 1971)."" This indicates that Chuck Howley was selected to play in the Pro Bowl six times. 4. The years in which he was selected are 1965"
73,During what year did Manning receive the most awards or highlights?,2003,rugby,75,"1. We need to identify the year in which Eli Manning received the most awards or highlights. 2. We will look at the ""Career highlights and awards"" section to find the year with the most mentions. 3. We will count the number of awards or highlights mentioned for each year. 4. We will compare the counts to determine the year with the most awards or highlights. 5. We will then state the final answer.

From the ""Career highlights and awards"" section,"
74,How many years had Eli Manning played for the Giants before he won the Walter Payton NFL Man of the Year in 2016?,12,rugby,75,"1. Eli Manning started playing for the New York Giants in 2004. 2. He won the Walter Payton NFL Man of the Year in 2016. 3. To find out how many years he played for the Giants before winning the award, we subtract the year he started from the year he won the award: 2016 - 2004 = 12 years. Final Answer: Eli Manning had played for the Giants for 12 years before he won the Walter Pay"
75,What year was Eli Manning drafted into the NFL?,2004,rugby,75,"1. The table provides a section titled ""NFL Draft"" with the information ""2004 / Round: 1 / Pick: 1"". 2. This indicates that Eli Manning was drafted in the year 2004. 3. The draft took place in the first round, and he was the first pick of that round. 4. The information is directly given in the table, so no further calculation or inference is needed. Final Answer: Eli Manning was drafted into the NFL in"
76,How many years did Eli Manning play for the New York Giants?,15,rugby,75,"1. The table provides a career history section. 2. The career history for Eli Manning is listed as 'New York Giants (2004-2019)'. 3. To find the number of years he played, we need to calculate the difference between the start and end years. 4. The start year is 2004 and the end year is 2019. 5. Subtracting the start year from the end year gives us the number of years played: "
77,How many years did Eli Manning attend Ole Miss?,4,rugby,75,"1. The table provides the college attended by Eli Manning, which is Ole Miss. 2. The table also provides the years he attended Ole Miss, which are from 1999 to 2003. 3. To find the number of years he attended, we subtract the starting year from the ending year. 4. So, 2003 - 1999 = 4 years. Final Answer: Eli Manning attended Ole Miss for 4 years."
78,How many years after attending Ole Miss did Eli Manning win the Bart Starr award?,21,rugby,75,"1. Eli Manning attended Ole Miss from 1999 to 2003. 2. The Bart Starr Award was won in 2020. 3. To find out how many years after attending Ole Miss Eli Manning won the award, we need to calculate the difference between the year he won the award and the year he started attending Ole Miss. 4. Eli Manning started attending Ole Miss in 1999. 5. He won the Bart Starr Award in 2020. "
79,How many years did James Worthy play professionally?,12,nba,81,"1. James Worthy started his professional career in 1982. 2. He played until 1994. 3. To find the number of years he played, we subtract the starting year from the ending year: 1994 - 1982 = 12 years. Final Answer: James Worthy played professionally for 12 years."
80,For how many years did James Worthy play in the NBA?,12,nba,81,"1. James Worthy started his NBA career in 1982. 2. He played until 1994. 3. To find the number of years he played, we subtract the starting year from the ending year: 1994 - 1982 = 12 years. Final Answer: James Worthy played in the NBA for 12 years."
81,How many years after winning the gold medal at the FIBA U19 World Championship did Worthy enter the draft?,3,nba,81,"1. James Worthy won the gold medal at the FIBA U19 World Championship in 1979. 2. He entered the NBA draft in 1982. 3. To find out how many years after winning the gold medal Worthy entered the draft, we subtract the year he won the gold medal from the year he entered the draft: 1982 - 1979 = 3 years. Final Answer: James Worthy entered the NBA draft 3 years after winning the"
82,How many years after Worthy's NBA career began did he win his first NBA championship?,3,nba,81,"1. James Worthy began his NBA career in 1982. 2. He won his first NBA championship in 1985. 3. To find out how many years after his career began he won his first championship, we subtract the year he started from the year he won his first championship: 1985 - 1982 = 3 years. Final Answer: James Worthy won his first NBA championship 3 years after his NBA career began."
83,How many years had James Worthy been playing professionally when he won the NCAA Championship?,0,nba,81,"1. James Worthy started his professional career in 1982. 2. He won the NCAA Championship in 1982. 3. To find out how many years he had been playing professionally when he won the NCAA Championship, we subtract the year he started his professional career from the year he won the NCAA Championship. 1982 - 1982 = 0 years. Final Answer: James Worthy had been playing professionally for 0 years when he won the NCAA Championship."
