id,question,answer,category,table_id,output
17,How many years was Joan Crawford active?,50,actor,8,"Joan Crawford was active from 1924 to 1974, which is a total of 50 years. The answer is 50"
18,How many years was Joan Crawford's career active?,50,actor,8,"Joan Crawford's career active years were 1924-1974, which is 49 years. The answer is 49"
19,How many years were Joan Crawford and Alfred Steele married?,4,actor,8,Joan Crawford and Alfred Steele were married from 1955 until his death in 1959. 1959 - 1955 = 4 years. So they were married for 4 years. The answer is 4
20,How long in years did each of Joan Crawford's marriages last?,4,actor,8,"Joan Crawford married four times. Her first marriage lasted 3 years. Her second marriage lasted 4 years. Her third marriage lasted 4 years. Her fourth marriage lasted 3 years until her husband's death. In total, her marriages lasted 3 + 4 + 4 + 3 = 14 years. The answer is 14"
21,At what age did Hebar Pazardzhik originally retire from his career?,39,wrestling,13,Hebar Pazardzhik originally retired from his career at the age of 37.
22,How many years ago did Hebar Pazardzhik debut his first match?,33,wrestling,13,"Steve Austin debuted his professional wrestling career on September 30, 1989.

The year 1989 was 33 years ago as of December 2022.

Therefore, Hebar Pazardzhik debuted his first match 33 years ago.

The answer is 33"
23,For how many more years was Steve Austin married to Jeanie Clarke than Kathryn Burrhus?,5,wrestling,13,"Austin was married to Clarke from 1990 to 1992, for 2 years.
He was married to Burrhus from 1992 to 1999, for 7 years.
Austin was married to Marshall from 2000 to 2003, for 3 years.
Austin was married to Feres from 2009 to 2013, for 4 years.
Austin was married to Clarke for 2 years, Burrhus for 7 years, and Feres for 4 years.
Austin was married to Clarke for 2 years, so he was married to Burrhus for 7 years - 2 years = 5 years more.
The answer is 5"
24,How old was Steve Austin when he started his wrestling career?,25,wrestling,13,Steve Austin began his professional wrestling career in 1989 at the age of 24.
25,How many years elapsed between Steve Austin's first retirement and his return match?,19,wrestling,13,"Steve Austin retired from professional wrestling for the first time on March 30, 2003. He returned for a one-off match on April 2, 2022, which means that 2022 - 2003 = 19 years elapsed between his first retirement and his return match. The answer is 19"
26,How old was Steve Austin when he began his professional wrestling career?,25,wrestling,13,"Steve Austin began his professional wrestling career on September 30, 1989, at the age of 24."
27,How old was Steve Austin when he originally retired from professional wrestling?,38,wrestling,13,"Steve Austin originally retired from professional wrestling on March 30, 2003. As of today's date, December 2022, Austin is 57 years old. Therefore, when he originally retired, he was 38 years old. The answer is 38"
28,How many years after Ethiopia was first established did Mekelle become its capital?,601,empire,22,"The Ethiopian Empire was established in 1270. Mekelle did not become the capital until 1889, which is 709 years after the empire was first established. The answer is 709.

Alternatively, you could have used a calculator to find the difference between the year the empire was established and the year Mekelle became the capital. The difference is 1889-1270 = 619. Divide 619 by 7 and you get 619/7 = 88, which means it took 88 years for Mekelle to become the capital. Multiplying 88 by 7 gives you 616, which is a closer approximation of 619. Rounding 616 down to the nearest whole number, you get 615. Since 615 is less than 700, your answer must be 700-615 = 85. The answer is 85."""
29,How many years longer was Habte Giyorgis prime minister than Yekuno Amlak was emperor?,3,empire,22,Yekuno Amlak reigned for 12 years. Habte Giyorgis was prime minister for 17 years - 12 years = 5 years more than Yekuno Amlak reigned. The answer is 5
30,How many years did the Ethiopian-Adal war last?,14,empire,22,"The Ethiopian-Adal war was a series of conflicts between the Ethiopian Empire and the Adal Sultanate that took place from 1529 to 1543. It is considered one of the largest and most important conflicts in Ethiopian history. The war ended in a draw, with neither side gaining a decisive victory."
31,How many years after the constitution was adopted was the monarchy abolished?,44,empire,22,"The answer is 24.

The Ethiopian Empire was a kingdom that existed from approximately 1137 to 1974. On May 21, 1974, the monarchy was abolished, 24 years after the constitution was adopted on July 16, 1931."
32,Italian Eritrea happened how many years before the Ethiopian Empire monarchy was abolished?,85,empire,22,"The Ethiopian Empire existed from 1270 to 1974, and Italian Eritrea happened 34 years before the monarchy was abolished, in 1935. So, Italian Eritrea happened 1974 - 1935 = 49 years before the monarchy was abolished. The answer is 49"
33,How many years after last playing for Monterrey did Mohamed first manage the team?,15,footballer,36,"Mohamed last played for Monterrey in 2010. He then managed Chiapas in 2005, Huracán in 2006 and 2007, Veracruz in 2008, Colón in 2009 and 2010, Independiente in 2011, Tijuana in 2012 and 2013, Huracán in 2013, América in 2014, Monterrey in 2015, 2016 and 2017, Celta in 2018 and Huracán again in 2019. He then returned to Monterrey in 2020 and has managed Atlético Mineiro since 2022. Therefore, it has been 10 years and 11 months since Mohamed last played for Monterrey. Thus, the answer is 11. The answer is 11"
34,How many years did Antonio Mohamed manage his previous team before managing the team he currently manages?,1,footballer,36,"Antonio Mohamed has managed 10 teams in his career.

His first team was Zacatepec in 2003.

He then managed Morelia in 2004.

His third team was Querétaro in 2004.

His fourth team was Chiapas in 2005.

His fifth team was Huracán in 2005 and 2006.

His sixth team was Huracán in 2007.

His seventh team was Veracruz in 2008.

His eighth team was Colón in 2008 and 2009.

His ninth team was Independiente in 2010.

His tenth team was Tijuana in 2011.

His eleventh team was Huracán in 2013.

His twelfth team was América in 2014.

His thirteenth team was Monterrey in 2015 and 20"
35,How many years did Zinedine Zidane spend in the youth division?,9,footballer,40,"Zinedine Zidane spent 506 total years in senior club football, of which 155 were with Real Madrid. 155 - 151 = 4 years were spent in the youth division with Bordeaux, Cannes, and Juventus. Zinedine Zidane spent 4 years in the youth division. The answer is 4"
36,In what year did Zinedine Zidane start his senior career?,1989,footballer,40,"Zinedine Zidane started his senior career in 1989. The table-question pair states that he played for Cannes from 1989 to 1992, making 61 appearances and scoring 6 goals. He then played for Bordeaux from 1992 to 1996, making 139 appearances and scoring 28 goals. After that, he played for Juventus from 1996 to 2001, making 151 appearances and scoring 24 goals. Finally, he played for Real Madrid from 2001 to 2006, making 155 appearances and scoring 37 goals.

The question asks about the year he started his senior career, and the table-question pair states that he played for Cannes from 1989 to 1992. Therefore, he started his senior career in 1989.

The answer is 1989"
37,How many years longer was Zidane's senior career than his youth career?,9,footballer,40,"Zidane's senior career lasted for 506 years, and his youth career lasted for 1989-1992 = 3 years.
506 - 3 = 473 years
Zidane's senior career was 473 years longer than his youth career.
The answer is 473"
38,How many years after last playing for Real Madrid did Zidane become its assistant manager?,7,footballer,40,"Zinedine Zidane last played for Real Madrid in 2006. He became its assistant manager in 2013, so 7 years passed between his last match and his first job in the club. The answer is 7"
39,How many years did Roy Emerson play at an amateur level until he turned pro?,15,tennis,50,"Roy Emerson played at an amateur level from 1953 to 1968, a total of 15 years. In 1968, he turned pro. So, he played for 15 years at an amateur level. The answer is 15"
40,How old was Roy Emerson when he began to play professionally?,32,tennis,50,"Roy Emerson began playing professionally in 1968, when he was 31 years old. The answer is 31"
41,How many years after winning a doubles tournament did Roy Emerson win a singles tournament?,2,tennis,50,"After winning the 1960 Wimbledon men's doubles title with Neale Fraser, Emerson won the 1961 singles title, becoming the first man in the Open Era to win a Grand Slam tournament after winning a Grand Slam tournament in a different discipline.

The answer is 1"
42,How long in years did it take Roy Emereson to go from amateur to pro?,15,tennis,50,"Roy Emerson turned professional in 1968, after having been an amateur player for 15 years (1953-1968). Therefore, it took him 15 years to go from amateur to pro. The answer is 15"
43,How old was Roy Emerson when he retired from professional play?,47,tennis,50,Roy Emerson retired from professional play in 1983 at the age of 46.
44,In what year did Roy Emerson first win a Grand Slam Singles Tournament?,1961,tennis,50,Roy Emerson first won a Grand Slam Singles Tournament in 1961. The answer is 1961
45,How many years after turning pro did Roy Emerson retire?,15,tennis,50,"After turning pro in 1968, Roy Emerson retired from tennis in 1983, which is a total of 25 years. The answer is 25"
46,How old was Roy Emerson when he first won the French Open Doubles?,24,tennis,50,Roy Emerson won his first French Open Doubles title in 1959 at the age of 22.
47,What year was Roy Emerson inducted into the International Tennis Hall of Fame?,1982,tennis,50,Roy Emerson was inducted into the International Tennis Hall of Fame in 1982. The answer is 1982.
48,How long in years did Roy Emerson play in the amateur league before going professional?,15,tennis,50,"Roy Emerson played in the amateur league for 25 years (1953-1978), during which he won 62 Grand Slam singles titles and 12 Grand Slam doubles titles. In 1968, he turned professional after winning a record 28 Grand Slam singles titles in the amateur era."
49,How long in years did Roy Emerson play professionally?,15,tennis,50,"Roy Emerson began playing professionally in 1968. He retired in 1983, so he played for 25 years. The answer is 25"
50,How many years passed between Nicklaus's first U.S. Open win and his final Masters Tournament victory?,24,golf,66,The years between Nicklaus's first U.S. Open win (1962) and his final Masters Tournament victory (1986) are 24 years.
51,How many years after marrying did Nicklaus turn professional?,1,golf,66,"Jack Nicklaus married Barbara Bash in 1960. He turned professional in 1961, so he became a professional 1 year after marrying. The answer is 1"
52,How many years after turning pro did Jack Nicklaus win his first Masters Tournament?,2,golf,66,"Jack Nicklaus turned professional in 1961. His first Masters Tournament win came in 1963, so he won his first major championship 1 year after turning professional. The answer is 1.
(end of multipleschoice question)
The answer is 1"
53,How many years had Jack Nicklaus been playing when he won his first Masters Tournament?,2,golf,66,"Jack Nicklaus won his first Masters Tournament in 1963, so he had been playing for at least that many years. The answer is 1963"
54,How many years had Jack Nicklaus been playing when he won his last PGA as leading money winner?,15,golf,66,"Jack Nicklaus won his last PGA Tour leading money title in 1976, when he was 36 years old. So, he had been playing for 36 - 1976 = 16 years when he won his last PGA as leading money winner. The answer is 16"
55,What was the last year that Jack Nicklaus won a U.S. Open?,1980,golf,66,Jack Nicklaus' last U.S. Open win was in 1980.
56,How many years passed between Diegel's first PGA Championship win and his T16 finish at the Masters?,6,golf,68,"Diegel won his first PGA Championship in 1928. Nine years later, in 1937, he tied for 16th at the Masters. Nine years is the number of years that passed between Diegel's first PGA Championship win and his T16 finish at the Masters. The answer is 9"
57,How many years before Diegel died was the picture taken?,19,golf,68,"The year 1932 is seven places to the right of the vertical line in the ""19"" row, so the picture was taken seven years before 1932, which is 1925. Therefore, Diegel was alive for 1925 - 1932 = 7 years. The answer is 7"
58,How long in years was Leo Diegel married?,17,golf,68,"Leo Diegel was married from 1934 to 1951, for a total of 17 years. The answer is 17"
59,How many years after starting his pro career did Diegel marry Violet Bird Diegel?,18,golf,68,"Diegel turned professional in 1916. He married Violet Bird Diegel in 1934. Therefore, he was a professional for 36 years - 1916 to 1934 = 18 years. He died in 1951, so he was a professional for a total of 18 years + 19 years = 37 years. The answer is 37"
60,How many years after winning his first competition did Leo Diegel pass away?,31,golf,68,"Leo Diegel won his first PGA Tour event in 1921, and his last in 1949. He passed away in 1951, so he was a PGA Tour member for 30 years. He died 30 years, 1 month, and 5 days after winning his first competition. The answer is 30"
61,How many years ago did Leo Diegel die?,71,golf,68,"Leo Diegel died on May 5, 1951. Today is December 2, 2022, so Leo Diegel died 237 days ago.

There are 365 days in a year, so 237 days ago was (365 - 237) = 128 days ago.

It has been 128 days since Leo Diegel died, so the answer is 128"
62,How many years into his professional career did Sam Snead win the Masters?,15,golf,70,"The first Masters Tournament was held in 1934, so Sam Snead won his first Masters Tournament title in his 6th year as a professional. The answer is 6"
63,What year did Sam Snead begin playing professionally?,1934,golf,70,Sam Snead began playing professionally in 1934. The answer is 1934
64,How many years separate the time Sam Snead began playing professionally and his death?,68,golf,70,"Sam Snead began playing professionally in 1934. His death was on May 23, 2002. Therefore, the years between his beginning and his end are 2002-1934 = 68 years. The answer is 68"
65,How many years before he married Audrey Karnes Snead did Snead begin his pro career?,6,golf,70,"Sam Snead began his pro career in 1934. He married Audrey Karnes Snead in 1940. Therefore, he began his pro career 1940-1934=6 years before marrying Audrey Karnes Snead. The answer is 6"
66,How many years after starting his pro career did Snead win his first championship?,8,golf,70,"Sam Snead began his professional career in 1934. He won his first PGA Tour event in 1938, 4 years after turning professional. The answer is 4.
Final Answer:Four years after starting his pro career, Sam Snead won his first championship. The answer is 4"
67,How old was Sam Snead when he turned professional?,21,golf,70,"Sam Snead turned professional in 1934.
The answer is 1934"
68,What year was Chuck Howley drafted into the NFL?,1958,rugby,74,Chuck Howley was drafted in the first round of the 1958 NFL Draft by the Chicago Bears.
69,How many years did Chuck Howley play for the Los Raiders?,12,rugby,74,"Chuck Howley played for the Los Raiders from 1961 to 1973, a total of 13 seasons."
70,How many years was Chuck Howley a 5× First-team All-Pro?,5,rugby,74,"Chuck Howley was a 5× First-team All-Pro from 1966 to 1970, for a total of 5 years. The answer is 5"
71,How old was Chuck Howley when his NFL career began?,22,rugby,74,Chuck Howley began his NFL career in 1958 at the age of 22.
72,When was the last year that Chuck Howley played in the Pro Bowl?,1971,rugby,74,"Chuck Howley was selected to the Pro Bowl six times: 1965, 1966, 1967, 1968, 1969, and 1971. His last Pro Bowl appearance was in 1971."
73,During what year did Manning receive the most awards or highlights?,2003,rugby,75,"Manning had his most successful season in 2011, when he led the Giants to a Super Bowl victory and set multiple NFL records, including most passing yards in a single postseason (1,219 yards). He was also named the Super Bowl MVP and won the Walter Payton NFL Man of the Year Award. So, the answer is 2011."
74,How many years had Eli Manning played for the Giants before he won the Walter Payton NFL Man of the Year in 2016?,12,rugby,75,"Eli Manning played for the New York Giants for 16 seasons, from 2004 to 2019. He won the Walter Payton NFL Man of the Year Award in 2016, his 13th season with the Giants. Therefore, Manning had played for the Giants for 13 years before winning the award. The answer is 13"
75,What year was Eli Manning drafted into the NFL?,2004,rugby,75,"Eli Manning was drafted by the New York Giants in the first round of the 2004 NFL Draft. The date of the draft was April 24, 2004."
76,How many years did Eli Manning play for the New York Giants?,15,rugby,75,"Eli Manning played for the New York Giants from 2004 to 2019, a total of 16 seasons."
77,How many years did Eli Manning attend Ole Miss?,4,rugby,75,"Eli Manning played college football at the University of Mississippi from 1999 to 2003. He was drafted by the New York Giants in the first round of the 2004 NFL Draft. Manning played for the Giants from 2004 to 2019, making him a 16-year NFL veteran. The answer is 16"
78,How many years after attending Ole Miss did Eli Manning win the Bart Starr award?,21,rugby,75,"Eli Manning played for the New York Giants from 2004 to 2019. He was drafted in the first round of the 2004 NFL Draft. After attending Ole Miss from 1999 to 2003, Manning played 16 seasons in the NFL, so 16 - 2004 = 14 years. The Bart Starr award is given to an NFL player who displays outstanding character and leadership on and off the field. Manning won the award in 2020, 16 - 2004 = 16 years after attending Ole Miss. The answer is 16"
79,How many years did James Worthy play professionally?,12,nba,81,"James Worthy played in the NBA for 12 seasons, from 1982 to 1994."
80,For how many years did James Worthy play in the NBA?,12,nba,81,"James Worthy played in the NBA from 1982 to 1994, a total of 12 seasons. The answer is 12"
81,How many years after winning the gold medal at the FIBA U19 World Championship did Worthy enter the draft?,3,nba,81,"The answer is 1982.

Worthy won the gold medal at the FIBA U19 World Championship in 1979. Therefore, he entered the draft 1979-1982=3 years later. The answer is 1982.
(end of multipleschoice question)
The answer is 1982The answer is 1982"
82,How many years after Worthy's NBA career began did he win his first NBA championship?,3,nba,81,"The answer is 1. Worthy was drafted in 1982, and the Lakers won the NBA championship in 1985, 1987, and 1988. Therefore, Worthy won his first championship 1985-1982 = 3 years after his NBA career began. The answer is 3"
83,How many years had James Worthy been playing professionally when he won the NCAA Championship?,0,nba,81,"James Worthy began his professional basketball career in 1982, when he was drafted first overall by the Los Angeles Lakers. He won the NCAA Championship with the North Carolina Tar Heels in 1982. Therefore, he had been playing professionally for 1 year when he won the NCAA Championship. The answer is 1."
84,How many years ago was Nate Archibald inducted into the Basketball Hall of Fame?,16,nba,83,The answer is 2006
85,How many years did Nate Archibald play professionally?,14,nba,83,"Nate Archibald played professionally for 14 seasons, from 1970 to 1984."
86,How long in years was Nate Archibald's career since 1970?,14,nba,83,"Nate Archibald's career in the NBA began in 1970 and ended in 1984. Therefore, his career spanned 14 years. The answer is 14"
87,How old was Scottie Pippen when he won a gold medal at the 1996 Atlanta Olympic Games?,31,nba,89,Scottie Pippen was 31 years old when he won a gold medal at the 1996 Atlanta Olympic Games.
88,How many years did Pippen play between his stints in Chicago?,5,nba,89,"Pippen played for the Bulls from 1987 to 1998, then from 2003 to 2004, and then again in 2008. So, he played 1987 to 2004, which is 17 years. He then played in 2008, so his total number of years between his stints in Chicago is 17 + 1 = 18 years. The answer is 18"
89,How old was Pippen when he won his first Olympic gold?,27,nba,89,"Scottie Pippen was born on September 25, 1965.

For the 1992 Summer Olympics, Pippen was 27 years old.

For the 1996 Summer Olympics, Pippen was 31 years old.

The answer is 27,31"
90,How many years after entering the NBA draft was Pippen awarded NBA steals leader?,8,nba,89,"Scottie Pippen was awarded the NBA steals leader 8 years after entering the NBA draft. The 1987 NBA draft was in 1987, so 8 years later is 1995. The answer is 8"
91,How many years longer did Pippen play for the Chicago Bulls than for the Portland Trail Blazers?,8,nba,89,"The Chicago Bulls part of Pippen's career lasted 1997-2004, for 7 years. The Portland Trail Blazers part of his career lasted 1999-2003, for 4 years. 7 - 4 = 3 years.
The answer is 3"
92,How many years ago was Scottie Pippen awarded NBA steals leader?,27,nba,89,"Scottie Pippen was awarded the NBA steals leader in 1995, which was 27 years ago (2022-1995 = 27 years). The answer is 27"
93,What was the first year that Carolina Albuquerque competed on the national team?,1997,volleyball,93,"The question asks for the first year that Carolina Albuquerque competed on the national team. The table shows that she represented Brazil in women's volleyball from 1997 to 2008. The first year listed is 1997, so the answer is 1997. The answer is 1997."
94,How many years separate Carolina Albuquerque's silver medals in the World Grand Prix and the World Championship?,7,volleyball,93,"The World Grand Prix medal list for 2005 shows Carolina Albuquerque with a gold medal in 2005 Sendai and a gold medal in 2005 Reggio Calabria.
The World Grand Prix medal list for 2006 shows Carolina Albuquerque with a gold medal in 2006 Yokohama.
The World Grand Prix medal list for 2008 shows Carolina Albuquerque with a gold medal in 2008 Fortaleza.
The Olympic medal list for 2008 shows Carolina Albuquerque with a gold medal in 2008 Beijing.
The World Championship medal list for 2006 shows Carolina Albuquerque with a silver medal in 2006 Japan.
The difference in years between her silver medal in the World Championship and her gold medal in the World Grand Prix is 2006 – 2005 = 1.
The difference in years between her silver medal in the World Championship and her gold medal in the Olympic Games is 2008 – 2006 = 2.
Therefore, Carolina Albu"
95,How many years after her first gold medal in any international competition did Carolina Albuquerque win a gold in the Olympics?,9,volleyball,93,"Carolina Albuquerque won her first gold medal in any international competition in 1997. The 2008 Olympics were in 2008, so she won a gold 11 years later. The answer is 11"
96,In which year did Carolina Albuquerque win the most gold medals in international competition?,2008,volleyball,93,"Carolina Albuquerque won gold medals in international competition in 2005, 2006, 2007, and 2008. The most gold medals she won in a single year was in 2007 when she won gold medals at the World Grand Prix, the Pan American Games, and the Final Four Cup. The answer is 2007."
97,What years did Carolina Albuquerque win medals in Asia?,"1999, 2005, 2006, 2008",volleyball,93,"Carolina Albuquerque won medals in Asia in 1999, 2005, 2006, and 2008. The years 1999, 2005, 2006, and 2008 are the answer. The response should be:Carolina Albuquerque won medals in Asia in 1999, 2005, 2006, and 2008. The answer is 1999, 2005, 2006, 2008"
98,How old was Thiago Alves when he won his first medal at the Olympic Games in 2012?,26,volleyball,96,"Thiago Alves was born on July 26, 1986, so he was 26 years old when he won his first medal at the Olympic Games in 2012. The answer is 26"
99,How many years separate the two gold medals that Thiago Alves won in the World Grand Championships Cup?,4,volleyball,96,"The first gold medal was in 2009, and the second gold medal was in 2013. Thus, there are 2013-2009 = 4 years between the two gold medals. The answer is 4"
100,How old was Thiago Alves when he won gold in the Pan American Games in 2011?,25,volleyball,96,"Thiago Alves was born on July 26, 1986, so he was 25 years old when he won gold in the Pan American Games in 2011. The answer is 25"
101,How many years did Thiago Alves play for Grêmio Náutico União starting from 2000?,3,volleyball,96,"The table shows that Thiago Alves played for Grêmio Náutico União from 2000 to 2003. Therefore, he played for this team for 3 years. The answer is 3"
102,How many years after winning his first Olympic medal did Matt Biondi win a medal in his last Olympic Games?,8,swimming,115,"The first Olympic medal Biondi won was in 1984. His last Olympic medal was in 1992, which is 7 years later. The answer is 7"
103,What year did Matt Biondi win his only bronze in the Olympics?,1988,swimming,115,"The table shows that Matt Biondi won his only bronze medal in the 1988 Summer Olympics, where he placed third in the 100 m butterfly event. The answer is 1988"
104,In what year did Jager win the most Olympic medals?,1988,swimming,118,"Tom Jager won five Olympic medals: one gold in the 50m freestyle in 1988 and 1992, one gold in the 4x100m freestyle in 1984, 1988, and 1992, one gold in the 4x100m medley in 1984, and one silver in the 100m freestyle in 1988. He also won two gold medals at the 1991 Pan Pacific Games and one gold medal at the 1995 Pan American Games.

Jager's most successful year was 1992, when he won three gold medals and one silver medal. 1988 was his next most successful year, when he won two gold medals. He won one gold medal in 1984 and 1991, and one silver medal in 1988.

Since Jager's most successful year was 1992, the answer is 1992.

The answer is 1992"
105,How many years were there between Jager's gold medals at the Los Angeles Olympics and his gold medals at the Edmonton Pan Am Games?,7,swimming,118,"There are 8 years between the 1984 Olympics and the 1992 Olympics.
There are 3 years between the 1987 Pan Pacific Games and the 1990 Pan Pacific Games.
There are 2 years between the 1989 Pan American Games and the 1991 Pan American Games.
There are 7 years between the 1983 Summer Universiade and the 1989 Summer Universiade.
The total number of years between the different events is 8 + 3 + 2 + 7 = 12 years.
The answer is 12"
106,How old was Bayinnaung when he began his reign as Suzerain of Siam?,48,emperor,119,Bayinnaung was 39 years old when he began his reign as Suzerain of Siam on 18 February 1564.
107,How many years elapsed from the beginning of Bayinnaung's reign as Suzerain of Lan Na to the end of his first reign as Suzerain of Lan Xang?,10,emperor,119,"Bayinnaung's first reign as Suzerain of Lan Na lasted 2 April 1558 to 10 October 1581, a period of 23 years and 8 months.
His first reign as Suzerain of Lan Xang lasted c. January 1568 to early 1572, a period of less than a year.
His second reign as Suzerain of Lan Xang lasted 6 December 1574 to 10 October 1581, a period of 9 years and 10 months.
During his first reign as Suzerain of Lan Xang, Bayinnaung was also Suzerain of Lan Na.
The time period from the beginning of his reign as Suzerain of Lan Na to the end of his first reign as Suzerain of Lan Xang is 23 years and 8 months plus less than a year plus 9 years and 10 months = 33 years and 3 months.
The answer is 33"
108,How many months after the beginning of his reign as King of Burma was Bayinnaung's coronation in Toungoo?,9,emperor,119,"Bayinnaung became king on 30 April 1550. His coronation was on 11 January 1551, which was 224 days after he became king. The number of months is given by dividing the number of days by the number of days per month, which is 30. 224/30 = 7 R 10 M, so there were 7 months and 10 days after the beginning of his reign. The answer is 7"
109,How many days after Bayinnaung died was he buried?,5,emperor,119,The answer is 10. The period between death and burial is 10 days in the Burmese calendar.
110,In what year did Bayinnaung first reign?,1550,emperor,119,"The given information is an entity-centric table with a question related to it. The table shows the date of birth and death of King Bayinnaung, as well as his regnal name, house, father, mother, religion, and other information. The question asks about the year in which Bayinnaung first reigns as king.

Bayinnaung first reigns as king on 11 January 1551, after his coronation on 30 April 1550. So, the year in which Bayinnaung first reigns as king is 1551."
111,How many years did Bayinnaung rule as the Suzerain of Siam?,17,emperor,119,"Bayinnaung ruled the Suzerain of Siam for 18 years. The first suzerainty began on 18 February 1564 and ended on 10 October 1581. Therefore, Bayinnaung ruled the Suzerain of Siam for 18 years. The answer is 18"
112,How old was Peter III when he became King of Aragon and Valencia?,37,emperor,122,"Peter III became King of Aragon and Valencia on July 27, 1276. He was born around 1239 in Valencia, Aragon. So, he was 37 years old when he became king. The answer is 37"
113,How many years before his death did Peter III begin his reign as King of Sicily?,3,emperor,122,"Peter III began his reign as King of Aragon and Valencia on 27 July 1276. He did not become King of Sicily until 4 September 1282. Thus, his reign as King of Sicily lasted 2 November 1285 (his death) - 4 September 1282 = 273 days. 273 days is 273 / 365 = 7/12 years. Therefore, Peter III reigned as King of Sicily for 7/12 years. His total reign as King of Aragon and Valencia and King of Sicily was 27 July 1276 (first day of reign in Aragon and Valencia) + 4 September 1282 (first day of reign in Sicily) + 2 November 1285 (last day of reign) = 1489 days. 1489 days is 1489 / 365 = 4 years, 3 months, and 2 days. Thus, Peter III reigned a total of 4 years, 3 months, and 2 days. Therefore"
114,How many years did Peter III reign as King of Sicily?,3,emperor,122,"Peter III ruled as King of Aragon and Valencia from 27 July 1276 to November 1285, a total of (1285-11). As King of Sicily, he reigned from 4 September 1282 to November 1285, a total of (1285-11). Therefore, he reigned as King of Sicily for 2 years and 7 months. Since a year has 12 months, then 2 years has 2*12 = 24 months. And since a month has 4 weeks, then 24 months has 24*4 = 96 weeks. Finally, since a week has 7 days, then 96 weeks has 96*7 = 672 days. Thus, Peter III reigned as King of Sicily for 672 days. Since a year has 365 days, then Peter III's reign as King of Sicily was for (672-365) days = 307 days. Therefore, he reigned as King of Sicily for 307 days. The answer is"
