id,question,answer,category,table_id,output,answer_format
15,At what age did Melissa L. Coates retire from wrestling?,49,body builder,806,"To find out at what age Melissa L. Coates retired from wrestling, we need to follow these steps:

1. Identify her birth year from the ""Born"" information.
2. Identify the year she retired from wrestling.
3. Calculate the difference between her retirement year and her birth year.

Step 1: From the ""Born"" row of the table, we see that Melissa L. Coates was born on June 18, 1971.

Step 2: From the ""Retired"" row in the Professional wrestling career section, we see that she retired in 2020.

Step 3: To calculate her age when she retired:
- Subtract her birth year (1971) from her retirement year (2020).
- 2020 - 1971 = 49 years old

However, since her birthday is in June and she retired presumably before or after her birthday in 2020, we should consider whether she had already celebrated her birthday that year. Given she passed away on June 23, 2021, it can be assumed she had not yet turned 50 in 2020 when she retired.

Therefore, Melissa L. Coates was 49 years old when she retired from wrestling.

Final Answer: Melissa L. Coates retired from wrestling at the age of 49.",<num_years>
16,At what age did Paul Gauguin marry Mette-Sophie Gad?,25,painter,349,"To find out at what age Paul Gauguin married Mette-Sophie Gad, we need to follow these steps:

1. Identify Paul Gauguin's birth year from the information provided.
2. Identify the year he married Mette-Sophie Gad.
3. Subtract his birth year from the marriage year to determine his age.

Step 1: From the table, we can see that Paul Gauguin was born on 7 June 1848.

Step 2: The table indicates that he married Mette-Sophie Gad in 1873.

Step 3: To calculate his age when he got married:
   - Year of marriage: 1873
   - Birth year: 1848
   - Age at marriage = 1873 - 1848 = 25 years old

Therefore, Paul Gauguin was 25 years old when he married Mette-Sophie Gad.

Final Answer: 25 years old",<num_years>
17,At what age did Paul Gauguin separate from Mette-Sophie Gad?,46,painter,349,"To determine at what age Paul Gauguin separated from Mette-Sophie Gad, we need to follow these steps:

1. Identify when Paul Gauguin was born.
   - From the table, Paul Gauguin was born on 7 June 1848.

2. Identify when he separated from Mette-Sophie Gad.
   - The table states that he separated from Mette-Sophie Gad in 1894.

3. Calculate how old Paul Gauguin was in 1894.
   - To do this, subtract his birth year from the separation year:
     1894 - 1848 = 46 years old

Therefore, Paul Gauguin was 46 years old when he separated from Mette-Sophie Gad.

Final Answer: 46",<num_years>
18,At what age did Paul Gauguin separate from Teha'amana?,45,painter,349,"To find out at what age Paul Gauguin separated from Teha'amana, we need to follow these steps:

1. Identify the year Paul Gauguin separated from Teha'amana.
2. Find out when Paul Gauguin was born.
3. Calculate his age at the time of separation.

Step 1: From the information provided in the table, Paul Gauguin separated from Teha'amana in 1893.

Step 2: According to the table, Paul Gauguin was born on 7 June 1848.

Step 3: To calculate his age at the time of separation, we subtract his birth year from the year he separated from Teha'amana:
1893 - 1848 = 45 years

Since his birthday had already passed in the same year (as it was in June), he would have been 45 years old when he separated from Teha'amana.

Final Answer: Paul Gauguin was 45 years old when he separated from Teha'amana.",<num_years>
19,At what age did Pierre Auguste Cot die?,46,painter,350,"To determine at what age Pierre Auguste Cot died, we need to follow these steps:

1. Identify his birth year from the given information.
2. Identify his death year from the given information.
3. Subtract the birth year from the death year to calculate his age at death.

Step 1: From the table, we can see that Pierre Auguste Cot was born on 17 February 1837.

Step 2: According to the table, he died on 2 August 1883.

Step 3: Now, subtract the birth year from the death year:
Age at death = Death year - Birth year
Age at death = 1883 - 1837 = 46 years old

The table also confirms this calculation, as it mentions ""(aged 46)"" next to the date of death.

Final Answer: Pierre Auguste Cot died at the age of 46.",<num_years>
20,At what age did Pierre Auguste Cot finish The Storm?,43,painter,350,"To find out the age of Pierre Auguste Cot when he finished ""The Storm,"" we need to follow these steps:

1. Identify the birth year of Pierre Auguste Cot.
2. Find the year ""The Storm"" was painted.
3. Subtract the birth year from the painting year.

Step 1: From the information provided, Pierre Auguste Cot was born on 17 February 1837.

Step 2: According to the table, ""The Storm"" was painted in 1880.

Step 3: To calculate his age when he completed ""The Storm"":
   - Age = Year of painting - Birth year
   - Age = 1880 - 1837
   - Age = 43

However, it's important to note that this calculation gives us his age at the end of the year 1880. Since we don't know the exact month he completed ""The Storm,"" we can only be certain that he was either turning 43 or had just turned 43 when he finished the painting.

Final Answer: Pierre Auguste Cot was 43 years old when he finished ""The Storm.""",<num_years>
21,At what age did Roger Federer get his highest ranking?,23,tennis,512,"To determine the age at which Roger Federer achieved his highest ranking, we need to follow these steps:

1. Identify Roger Federer's highest ranking.
2. Find out when he achieved this ranking.
3. Calculate his age at that time.

Step 1: Identifying the highest ranking
From the ""Singles"" section of the table:
""Highest ranking	No. | 1 | (2 February 2004)""

So, Roger Federer's highest ranking was No. 1, achieved on February 2, 2004.

Step 2: Finding out his birth year
From the ""Born"" row:
""Born	( | 1981-08-08 | ) | 8 August 1981 | (age 40) | Basel, Switzerland""

We know Roger Federer was born on August 8, 1981.

Step 3: Calculating his age
He reached his highest ranking on February 2, 2004. To calculate his age, we subtract his birth year from the year he reached his highest ranking:
2004 - 1981 = 23 years old

Since his birthday is August 8, and his highest ranking was achieved on February 2, he had already turned 23 years old at that point.

Final Answer: Roger Federer was 23 years old when he achieved his highest ranking of No. 1.",<num_years>
22,At what age did Stephen Hawking divorce his first wife?,53,nobel,352,"To find out at what age Stephen Hawking divorced his first wife, we need to follow these steps:

1. Identify the birth year of Stephen Hawking.
2. Identify the year he divorced his first wife.
3. Calculate the difference between these two years.

Step 1: From the table, we can see that Stephen Hawking was born on January 8, 1942.

Step 2: According to the table, Stephen Hawking's first marriage was to Jane Wilde from 1965 to 1995.

Step 3: To calculate his age when he divorced Jane Wilde, subtract his birth year from the year he divorced her:
1995 - 1942 = 53

Therefore, Stephen Hawking was 53 years old when he divorced his first wife.

Final Answer: 53",<num_years>
23,At what age did Stephen Hawking divorce Jane Wilde?,53,nobel,352,"To determine the age at which Stephen Hawking divorced Jane Wilde, we need to follow these steps:

1. Find Stephen Hawking's birth year from the given information.
2. Find the year he divorced Jane Wilde.
3. Subtract his birth year from the divorce year to calculate his age.

Step 1: From the table, Stephen Hawking was born on 8 January 1942.

Step 2: According to the table, Stephen Hawking was divorced from Jane Wilde in 1995.

Step 3: Calculate his age at the time of divorce:
Age = Year of divorce - Birth year
Age = 1995 - 1942
Age = 53

Therefore, Stephen Hawking was 53 years old when he divorced Jane Wilde.

Final Answer: 53",<num_years>
24,At what age did Stephen Hawking marry Elaine Mason?,53,nobel,352,"To find out the age of Stephen Hawking when he married Elaine Mason, we need to follow these steps:

1. Identify the dates Stephen Hawking married Elaine Mason.
2. Determine Stephen Hawking's birth year.
3. Calculate his age during the marriage.

Step 1: From the ""Spouse(s)"" section, we see that Stephen Hawking married Elaine Mason in 1995.

Step 2: From the ""Born"" section, we can see that Stephen Hawking was born on 8 January 1942.

Step 3: To calculate his age in 1995:
- Subtract the birth year from the marriage year: 1995 - 1942 = 53 years.
- Since the marriage happened in 1995 and he was born in 1942, we need to consider if his birthday had already passed in 1995. Given his birthday is in January and the year is 1995, we can assume his birthday had already occurred by the time of his marriage.
- Therefore, Stephen Hawking was 53 years old when he married Elaine Mason.

Final Answer: Stephen Hawking was 53 years old when he married Elaine Mason.",<num_years>
25,"Between 2018 and 2021, which year was Belarus's GDP growth the lowest?",2020,economy,235,"To determine which year had the lowest GDP growth between 2018 and 2021, we need to look at the GDP growth figures for each of these years.

- For 2018: The GDP growth is listed as 3.1%.
- For 2019: The GDP growth is estimated at 1.2%.
- For 2020: The GDP growth is given as -0.9%.
- For 2021: The forecasted GDP growth is 3.3%.

Now, let's compare these percentages:
- 3.1% (2018)
- 1.2% (2019)
- -0.9% (2020)
- 3.3% (2021)

The lowest percentage among these is -0.9%, which corresponds to the year 2020.

Final Answer: The lowest GDP growth was in 2020.",yyyy
26,At what age did Stephen Hawking marry Jane Wilde?,23,nobel,352,"To determine the age at which Stephen Hawking married Jane Wilde, we need to follow these steps:

1. Identify Stephen Hawking's birth date from the table.
2. Identify the year he married Jane Wilde from the table.
3. Calculate his age by subtracting his birth year from the marriage year.

Step 1: From the ""Born"" row, we see that Stephen Hawking was born on 8 January 1942.

Step 2: In the ""Spouse(s)"" row, it states that he married Jane Wilde in 1965.

Step 3: To calculate his age when he married Jane Wilde:
   - Marriage year: 1965
   - Birth year: 1942
   - Age = 1965 - 1942 = 23 years old

Therefore, Stephen Hawking was 23 years old when he married Jane Wilde.

Final Answer: Stephen Hawking was 23 years old when he married Jane Wilde.",<num_years>
27,At what age did Stephen Hawking win the Hughes Medal?,34,nobel,352,"To determine the age at which Stephen Hawking won the Hughes Medal, we need to follow these steps:

1. Identify when Stephen Hawking won the Hughes Medal.
2. Determine Stephen Hawking's birth year.
3. Calculate his age at the time he won the medal.

Step 1: From the ""Awards"" section of the table, we can see that Stephen Hawking won the Hughes Medal in 1976.

Step 2: From the ""Born"" section of the table, we learn that Stephen Hawking was born on January 8, 1942.

Step 3: To calculate his age when he won the Hughes Medal, subtract his birth year from the year he won the medal:
1976 - 1942 = 34 years old

Therefore, Stephen Hawking was 34 years old when he won the Hughes Medal.

Final Answer: Stephen Hawking was 34 years old when he won the Hughes Medal.",<num_years>
28,At what age did Steve Jobs become active in his career?,21,person,353,"To determine at what age Steve Jobs became active in his career, we need to identify two key pieces of information from the provided data:
1. The year when Steve Jobs started being active in his career.
2. The year when Steve Jobs was born.

From the table:
1. His years active in his career are listed as 1976-2011.
2. He was born on February 24, 1955.

Now, we calculate his age when he began his career activities:
- Subtract the birth year from the start of his career year: 1976 - 1955 = 21 years old.

Since his birthday is on February 24th, and assuming his career began at some point after his birthday in 1976, we can conclude that he was 21 years old when he started his career.

Final Answer: Steve Jobs became active in his career at the age of 21.",<num_years>
29,At what age did Steve Jobs end his partnership with Chrisann Brennan?,22,person,353,"To determine at what age Steve Jobs ended his partnership with Chrisann Brennan, we need to follow these steps:

1. Identify when Steve Jobs started his relationship with Chrisann Brennan:
   - According to the table, Steve Jobs' partner was Chrisann Brennan from 1972-1977.

2. Determine Steve Jobs' birth year:
   - The table states that Steve Jobs was born on February 24, 1955.

3. Calculate Steve Jobs' age at the start of the relationship:
   - From 1955 (birth year) to 1972 (start of relationship), he would have been 17 years old.

4. Calculate Steve Jobs' age at the end of the relationship:
   - From 1955 (birth year) to 1977 (end of relationship), he would have been 22 years old.

Therefore, Steve Jobs ended his partnership with Chrisann Brennan when he was 22 years old.

Final Answer: Steve Jobs ended his partnership with Chrisann Brennan when he was 22 years old.",<num_years>
30,At what age did Steve Jobs first have a partner?,17,person,353,"To determine at what age Steve Jobs first had a partner, we need to follow these steps:

1. Identify the name of Steve Jobs' first partner from the information given.
2. Find out when they were together.
3. Determine Steve Jobs' birth year to calculate his age during that time.

Step 1: From the table, we see that Chrisann Brennan was listed as a partner (1972-1977), which indicates she was likely his first partner based on the dates provided.

Step 2: The partnership with Chrisann Brennan began in 1972.

Step 3: Steve Jobs was born in 1955. To find out how old he was in 1972, we subtract his birth year from the start year of the partnership:
1972 - 1955 = 17 years old

Therefore, Steve Jobs was 17 years old when he first had a partner.

Final Answer: Steve Jobs was 17 years old when he first had a partner.",<num_years>
31,At what age did Steve Jobs marry his spouse?,36,person,353,"To find out at what age Steve Jobs married his spouse, we need to follow these steps:

1. Identify Steve Jobs' birth year from the information provided.
2. Identify the year he got married.
3. Subtract his birth year from the marriage year to determine his age at the time of marriage.

Step 1: From the table, Steve Jobs was born on February 24, 1955.

Step 2: According to the table, Steve Jobs married Laurene Powell in 1991.

Step 3: To calculate his age when he married:
Age at marriage = Year of marriage - Birth year
                = 1991 - 1955
                = 36 years old

Final Answer: Steve Jobs was 36 years old when he married Laurene Powell.",<num_years>
32,At what age did Steve Jobs marry Laurene Powell?,36,person,353,"To find out at what age Steve Jobs married Laurene Powell, we need to follow these steps:

1. Identify the birth year of Steve Jobs from the information provided.
2. Identify the year he got married to Laurene Powell.
3. Calculate his age at the time of marriage by subtracting his birth year from the marriage year.

Step 1: From the ""Born"" section, we can see that Steve Jobs was born on February 24, 1955.

Step 2: According to the ""Spouse(s)"" section, Steve Jobs married Laurene Powell in 1991.

Step 3: To calculate his age when he got married:
Age = Year of Marriage - Birth Year
    = 1991 - 1955
    = 36 years old

Final Answer: Steve Jobs was 36 years old when he married Laurene Powell.",<num_years>
33,For approximately how many more years has Esther Hayut been with the Supreme Court of Israel compared to Uzi Vogelman?,5,court,257,"To find out how many more years Esther Hayut has been with the Supreme Court of Israel compared to Uzi Vogelman, we need to calculate their respective terms at the court and then compare them.

1. **Esther Hayut's Term**:
   - She became President on 26 October 2017.
   - Her lead position ends on 16 October 2023.
   - Time in office from 2017 to 2023: 2023 - 2017 = 6 years.
   - Considering her start date was mid-year (October), she hasn't completed the full 6 years yet as of December 2022. So, it's slightly less than 6 years but for simplicity, we can consider her tenure to be close to 6 years.

2. **Uzi Vogelman's Term**:
   - He became Deputy President on 9 May 2022.
   - His lead position ends on 16 October 2023.
   - As of December 2022, he has been in this role for less than one year since his start date was mid-year (May).

Now, let's compare the two terms:
- Esther Hayut's term ≈ 6 years.
- Uzi Vogelman's term ≈ 0.5 years (less than a year).

The difference in their terms is approximately:
\[ 6 \text{ years} - 0.5 \text{ years} = 5.5 \text{ years} \]

Final Answer: Esther Hayut has been with the Supreme Court of Israel for approximately 5.5 more years compared to Uzi Vogelman.",<num_years>
34,At what age did the artist complete his work The Gross Clinic?,31,painter,356,"To determine at what age Thomas Eakins completed his work ""The Gross Clinic,"" we need to follow these steps:

1. Find the birth year of Thomas Eakins.
2. Find the year ""The Gross Clinic"" was created.
3. Calculate the difference between these two years.

Step 1: From the table, we see that Thomas Eakins was born on July 25, 1844.

Step 2: According to the table, ""The Gross Clinic"" was painted in 1875.

Step 3: To find out how old he was when he completed this painting, we subtract his birth year from the creation year:
1875 - 1844 = 31

Therefore, Thomas Eakins was 31 years old when he completed ""The Gross Clinic.""

Final Answer: Thomas Eakins was 31 years old when he completed ""The Gross Clinic.""",<num_years>
35,At what age did Theo Bot become Ambassador to Canada?,56,person,915,"To determine the age at which Theo Bot became the Ambassador to Canada, we need to follow these steps:

1. Identify the start date of his term as Ambassador to Canada.
2. Determine his birth year.
3. Calculate his age based on the start date and birth year.

Step 1: The table shows that Theo Bot was the Ambassador of the Netherlands to Canada from ""17 January 1968"" to ""1 July 1973"".

Step 2: Theo Bot's birth year is given as ""1911"".

Step 3: To calculate his age when he started serving as Ambassador to Canada, we subtract his birth year from the start year of his ambassadorship:
1968 - 1911 = 57 years old.

Since his birthday is on July 20th and he began his term on January 17th, he had already turned 57 by the time he started his role as Ambassador to Canada.

Final Answer: Theo Bot was 57 years old when he became the Ambassador to Canada.",<num_years>
36,"At what age did Thomas Eakins create ""The Agnew Clinic""?",45,painter,356,"To find out at what age Thomas Eakins created ""The Agnew Clinic,"" we need to follow these steps:

1. Identify Thomas Eakins' birth year from the information given.
2. Find the year when he created ""The Agnew Clinic.""
3. Calculate his age by subtracting his birth year from the creation year of ""The Agnew Clinic.""

Step 1: From the table, we can see that Thomas Eakins was born on July 25, 1844.

Step 2: According to the table, ""The Agnew Clinic"" was created in 1889.

Step 3: To calculate his age when he created ""The Agnew Clinic"":
Age = Year of creation - Birth year
Age = 1889 - 1844
Age = 45

Therefore, Thomas Eakins was 45 years old when he created ""The Agnew Clinic.""

Final Answer: Thomas Eakins created ""The Agnew Clinic"" when he was 45 years old.",<num_years>
37,At what age did Thomas Eakins die?,71,painter,356,"To determine at what age Thomas Eakins died, we need to follow these steps:

1. Identify Thomas Eakins' birth year from the given information.
2. Identify Thomas Eakins' death year from the given information.
3. Subtract his birth year from his death year to find out how old he was when he died.

Step 1: From the table, we can see that Thomas Eakins was born on July 25, 1844.

Step 2: The table also states that Thomas Eakins died on June 25, 1916.

Step 3: To calculate his age at the time of death:
   - Death year: 1916
   - Birth year: 1844
   - Age at death: 1916 - 1844 = 72 years

However, since he died in June, before his birthday in July, we subtract one year from this calculation to get his exact age at the time of death: 71 years.

Final Answer: Thomas Eakins died at the age of 71.",<num_years>
38,At what age was Jeffrey Epstein apprehended?,66,person,340,"To find out at what age Jeffrey Epstein was apprehended, we need to follow these steps:

1. Identify when Jeffrey Epstein was apprehended:
   The table states that he was ""Date apprehended: July 6, 2019 (second criminal case)""

2. Determine Jeffrey Epstein's birth year:
   The table provides his birth date as ""January 20, 1953""

3. Calculate Jeffrey Epstein's age at the time of apprehension:
   - Current date provided: December, 2022
   - Age at time of apprehension (July 6, 2019): 
     2019 - 1953 = 66 years old
     Since he was apprehended before his birthday in 2019, he was still 65 years old at the time.

Therefore, Jeffrey Epstein was 65 years old when he was apprehended.

Final Answer: Jeffrey Epstein was 65 years old when he was apprehended.",<num_years>
