id,question,answer,category,table_id,output,answer_format
16,By how many days did the Black Friday dates differ between 2022 and 2021?,1,holiday,214,"The Black Friday date in 2022 was November 25, and in 2021 it was November 26. To find the difference in days, subtract the earlier date from the later date: 2022-11-25 - 2021-11-26 = 1 day.
Final Answer: 1 day",<num_days>
17,By how many days did the National Election Day dates differ in 2022 and 2023?,1,holiday,209,"The National Election Day in 2022 was on November 8, and in 2023, it was on November 7. To find the difference in days between these two dates, we subtract the earlier date from the later date: 8 - 7 = 1 day.
Final Answer: 1 day",<num_days>
18,At what age did Dhanraj Pillay compete in his first Asian Games?,22,hockey,485,"Dhanraj Pillay was born on 16 July 1968. The first Asian Games he competed in was in 1990, in Beijing. To find out his age at that time, subtract his birth year from the year of the Asian Games: 1990 - 1968 = 22 years old.
Final Answer: 22 years old",<num_years>
19,At what age did Dhanraj Pillay join the National team?,21,hockey,485,"Dhanraj Pillay was born on 16 July 1968. He joined the National team in 1989. To find out his age when he joined the National team, subtract his birth year from the year he joined the team: 1989-1968=21.
Final Answer: 21 years old",<num_years>
20,At what age did Dhanraj Pillay play for Indian Gymkhana?,24,hockey,485,"Dhanraj Pillay was born on 16 July 1968. He played for Indian Gymkhana in 1992-1993. To find out his age during that time, subtract the year of birth from the year he played for Indian Gymkhana: 1992-1968=24.
Final Answer: 24 years old",<num_years>
21,At what age did Don Bradman join his second domestic team?,27,cricket,527,"Don Bradman was born on 27 August 1908. He joined his second domestic team, South Australia, in the 1935/36 season. To find out his age when he joined South Australia, we need to calculate the difference between the 1935/36 season and his birth year, 1908. The 1935/36 season would be his 27th year, as he was born in August and the season would have started after his birthday in 1935. Therefore, he was 27 years old when he joined South Australia.
Final Answer: 27 years old",<num_years>
22,At what age did Don Bradman play for the national side?,20,cricket,527,"Don Bradman was born on 27 August 1908. He played for the national side, Australia, from 1928 to 1948. To find out his age when he started playing for the national side, we subtract his birth year from the year he started playing for Australia: 1928 - 1908 = 20 years old.
Final Answer: 20 years old",<num_years>
23,At what age did Don Bradman play his last Test?,40,cricket,527,"Don Bradman was born on 27 August 1908. He played his last Test on 18 August 1948. To find out his age at that time, subtract his birth year from the year of his last Test: 1948 - 1908 = 40. Since his birthday in August had already passed by the time of his last Test, he was 40 years old.
Final Answer: 40 years old",<num_years>
24,At what age did Eddy Merckx last win 34 individual stages at the Tour de France?,30,cycling,635,"Eddy Merckx last won 34 individual stages at the Tour de France in 1975. He was born on 17 June 1945, so to find his age in 1975, subtract the year of birth from the year of the last win: 1975 - 1945 = 30 years old.
Final Answer: 30 years old",<num_years>
25,At what age did Eddy Merckx win gold at the 1964 World Championships?,19,cycling,635,"Eddy Merckx was born on 17 June 1945. The 1964 World Championships took place in Sallanches, and Merckx won the gold medal in the amateur road race. To find out his age at that time, subtract his birth year from the year of the championship: 1964 - 1945 = 19 years old.
Final Answer: 19 years old",<num_years>
26,What year did Rubens Barrichello have his best finish in his Stock Car Brasil career?,2014,f1,51,"Rubens Barrichello's best finish in his Stock Car Brasil career was 1st in 2014.
Final Answer: 2014",yyyy
27,At what age did Farag turn professional?,17,squash,106,"Farag was born on 22 April 1992. He turned professional in 2009. To find out his age when he turned professional, subtract the year he turned professional from his birth year: 2009-1992=17.
Final Answer: 17 years old",<num_years>
28,At what age did Gagan Ajit Singh win a medal at the Asian Games?,22,hockey,486,"Gagan Ajit Singh was born on 9 December 1980. He won a silver medal at the Asian Games in 2002. To find out his age at that time, subtract his birth year from the year of the event: 2002 - 1980 = 22 years old.
Final Answer: 22 years old",<num_years>
29,At what age did Gagan Ajit Singh win a medal at the Champions Challenge?,21,hockey,486,"Gagan Ajit Singh won a gold medal at the Champions Challenge in 2001. He was born on 9 December 1980, so to find out his age at the time of winning the medal, we subtract the year of birth from the year of the medal: 2001 - 1980 = 21.
Final Answer: 21 years old",<num_years>
30,At what age did Haguroyama Masaji achieve his highest rank?,26,sumo,137,"Haguroyama Masaji was born on November 18, 1914, and achieved his highest rank, Yokozuna, in May 1941. To find out his age at that time, subtract his birth year from the year he achieved his highest rank: 1941 - 1914 = 27 years old.
Final Answer: 27 years old",<num_years>
31,At what age did Haguroyama Masaji receive his highest ranking?,27,sumo,137,"Haguroyama Masaji was born on November 18, 1914, and received his highest ranking, Yokozuna, in May 1941. To find out his age at that time, subtract his birth year from the year he received his highest rank: 1941 - 1914 = 27 years old.
Final Answer: 27 years old",<num_years>
32,By how many days do the dates of Black Friday differ between 2021 and 2024?,3,holiday,214,"To find the difference in days between the dates of Black Friday in 2021 and 2024, we need to subtract the earlier date from the later date. The date in 2021 is November 26, and the date in 2024 is November 29. Subtracting the earlier date from the later date gives us: 2024-11-29 - 2021-11-26 = 3 days.
Final Answer: 3 days",<num_days>
33,How many days after being completed was the Maori commissioned?,5,ship,1111,"The Maori was completed on 30 November 1938 and commissioned on 5 December 1938. To find the number of days between these two dates, we can count the days from 30 November to 5 December. November has 30 days, so from 30 November to 30 November is 1 day, and then we have 5 more days in December. Therefore, the total number of days is 1 + 5 = 6 days.
Final Answer: 6 days",<num_days>
34,At what age did Haguroyama Masaji retire?,39,sumo,137,"Haguroyama Masaji was born on November 18, 1914, and retired in September 1953. To find out his age at retirement, subtract his birth year from the year he retired: 1953 - 1914 = 39. However, since he retired in September and his birthday is in November, he had not yet turned 39 in 1953. Therefore, he was 38 years old at the time of his retirement.
Final Answer: 38 years old",<num_years>
35,At what age did Jenson Button become active in his career?,20,f1,259,"Jenson Button was born on 19 January 1980. He became active in his Formula One career in 2000. To find out his age when he became active, subtract the year he became active from his birth year: 2000 - 1980 = 20.
Final Answer: 20 years old",<num_years>
36,At what age did Jenson Button win his first Hungarian Grand Prix?,26,f1,259,"Jenson Button was born on 19 January 1980. He won his first Hungarian Grand Prix in 2006. To find out his age at that time, subtract his birth year from the year of his first win: 2006 - 1980 = 26.
Final Answer: 26 years old",<num_years>
37,At what age did Jenson Button win his last Brazilian Grand Prix?,32,f1,259,"Jenson Button was born on 19 January 1980. He won his last Brazilian Grand Prix in 2012. To find out his age at that time, subtract his birth year from the year of his last win: 2012 - 1980 = 32.
Final Answer: 32 years old",<num_years>
38,How many days after being launched was the Maori commissioned?,459,ship,1111,"The Maori was launched on 2 September 1937 and commissioned on 5 December 1938. To find the number of days between these two dates, we need to calculate the difference in days from September 2, 1937, to December 5, 1938.

September 1937 has 30 days, so from September 2 to September 30, there are 29 days.

October 1937 has 31 days, December 1938 has 31 days, and November 1938 has 30 days. Adding these together gives us 31 + 30 + 31 = 92 days.

Now, we add the days from September 1937 to the end of the year, which is 29 days, to the 92 days from October 1937 to December 1938, which gives us 29 + 92 = 121 days.

However, we need to subtract the days in December up to the commissioning date, which is 5 days, so 121 - 5 = 116 days.

Final Answer: 116 days",<num_days>
39,At what age did Kimi Räikkönen enter his first Formula One World Championship?,22,f1,344,"Kimi Räikkönen was born on 17 October 1979. He entered his first Formula One World Championship in 2001. To find out his age at that time, subtract his birth year from the year he entered the championship: 2001 - 1979 = 22 years old.
Final Answer: 22 years old",<num_years>
40,At what age did Kimi Räikkönen get divorced?,35,f1,344,"Kimi Räikkönen got divorced from Jenni Dahlman in 2014. He was born on 17 October 1979, so to find out his age at the time of the divorce, we subtract the year of the divorce from his birth year: 2014 - 1979 = 35. However, since the divorce occurred in 2014 and his birthday in October, he had not yet turned 35 in 2014. Therefore, he was still 34 years old at the time of the divorce.
Final Answer: 34 years old",<num_years>
41,At what age did Kimi Räikkönen win his first Formula One World Championship?,24,f1,344,"Kimi Räikkönen was born on 17 October 1979. He won his first Formula One World Championship in 2007. To find out his age at that time, subtract his birth year from the year he won the championship: 2007 - 1979 = 28.
Final Answer: 28 years old",<num_years>
42,At what age did Mohamed El Shorbagy turn pro?,15,squash,108,"Mohamed El Shorbagy was born on January 12, 1991. He turned pro in 2006. To find out his age when he turned pro, subtract the year he turned pro from his birth year: 2006 - 1991 = 15. El Shorbagy turned pro at the age of 15.
Final Answer: 15 years old",<num_years>
43,At what age did Mohamed El Shorbagy win the World Team Championship?,20,squash,108,"Mohamed El Shorbagy was born on 12 January 1991. The World Team Championship he won was in 2011. To find his age at that time, subtract the year of birth from the year of the championship: 2011 - 1991 = 20 years old.
Final Answer: 20 years old",<num_years>
44,How long in months did it last as Adal?,17,political party,932,"Adal was founded on 26 April 2013 and dissolved on 26 April 2022. To find out how long it lasted in months, we need to calculate the difference between these two dates. From April 2013 to April 2022 is exactly 9 years. Since there are 12 months in a year, we multiply 9 years by 12 months per year: 9 * 12 = 108 months.
Final Answer: 108 months",<num_months>
45,At what age did Riccardo Patrese first win the Monaco Grand Prix?,28,f1,261,"Riccardo Patrese was born on 17 April 1954. He won his first Monaco Grand Prix in 1982. To find out his age at that time, subtract his birth year from the year of his first win: 1982 - 1954 = 28.
Final Answer: 28 years old",<num_years>
46,At what age did Riccardo Patrese start his career?,23,f1,261,"Riccardo Patrese was born on 17 April 1954. His Formula One career started in 1977. To find out his age when he started his career, subtract the year he started from his birth year: 1977-1954=23.
Final Answer: 23 years old",<num_years>
47,At what age did Riccardo Patrese win the Japanese Grand Prix?,38,f1,261,"Riccardo Patrese was born on 17 April 1954. He won the Japanese Grand Prix in 1992. To find out his age at that time, subtract his birth year from the year of the win: 1992 - 1954 = 38.
Final Answer: 38 years old",<num_years>
48,At what age did Roger De Vlaeminck win his first World Championships gold medal?,28,cycling,637,"Roger De Vlaeminck won his first World Championships gold medal in the Elite road race at the 1975 World Championships in Yvoir, Belgium. He was born on 24 August 1947, and the 1975 World Championships took place in 1975. To find his age at that time, subtract his birth year from the year of the championship: 1975 - 1947 = 28.
Final Answer: 28 years old",<num_years>
49,At what age did Roger De Vlaeminck win the Vuelta a España in 1984?,37,cycling,637,"Roger De Vlaeminck was born on 24 August 1947. The Vuelta a España in 1984 took place in 1984. To find his age in 1984, subtract his birth year from 1984: 1984-1947=37.
Final Answer: 37 years old",<num_years>
50,At what age did Roger De Vlaeminck win the Vuelta a España?,37,cycling,637,"Roger De Vlaeminck won the Vuelta a España in 1984. He was born on 24 August 1947, so to find his age in 1984, subtract his birth year from 1984: 1984-1947=37.
Final Answer: 37 years old",<num_years>
51,At what age did Sebastian Vettel win his first Italian Grand Prix?,21,f1,262,"Sebastian Vettel was born on 3 July 1987. He won his first Italian Grand Prix in 2008. To find out his age at that time, subtract his birth year from the year of his first win: 2008 - 1987 = 21.
Final Answer: 21 years old",<num_years>
52,At what age did Sebastian Vettel win his last race at the Singapore Grand Prix?,32,f1,262,"Sebastian Vettel was born on 3 July 1987. He won his last race at the Singapore Grand Prix in 2019. To find out his age at that time, subtract his birth year from the year of his last win: 2019 - 1987 = 32 years old.
Final Answer: 32 years old",<num_years>
53,For how many years did Dhanraj Pillay play for the national side?,15,hockey,485,"Dhanraj Pillay started playing for the national side in 1989 and continued until 2004. To find the number of years he played for the national side, subtract the starting year from the ending year: 2004-1989=15.
Final Answer: 15 years",<num_years>
54,For how many years did Jenson Button's professional career last?,17,f1,0,"Jenson Button's Formula One career was from 2000 to 2017, which is a span of 17 years. His Super GT career started in 2017 and, as of the knowledge cutoff in 2023, it is still ongoing, so it has not yet concluded. Therefore, we only consider the Formula One career for the total number of years.
Final Answer: 17 years",<num_years>
55,For how many years did Raymond Poulidor belong to a professional team?,17,cycling,104,"Raymond Poulidor was a professional cyclist from 1960 to 1977. To find out how many years he was part of a professional team, subtract the starting year from the ending year: 1977-1960=17 years.
Final Answer: 17 years",<num_years>
56,During what year did Ciriello win the most overall gold medals?,2014,hockey,670,"Christopher Ciriello won gold medals in the following years: 2010 (Commonwealth Games), 2012 (Olympic Games and Champions Trophy), and 2014 (World Cup and Commonwealth Games). He did not win any gold medals in 2010, 2012, or 2014, but he did win two gold medals in 2010 and 2014. Therefore, the year he won the most overall gold medals is 2010 and 2014, with two gold medals each year.
Final Answer: 2010 and 2014",yyyy
57,For how many years did Sanath Jayasuriya play for Bloomfield?,17,cricket,56,"Sanath Jayasuriya played for Bloomfield from 1994 to 2011. To find out how many years he played for Bloomfield, subtract the starting year from the ending year: 2011-1994=17.
Final Answer: 17 years",<num_years>
58,For how many years did Shohei Yamamoto play in the senior division?,18,boxing,484,"To calculate the number of years Shohei Yamamoto played in the senior division, we need to look at the years he played for each team and sum them up. The years are as follows:

- 2001: Kyoto Purple Sanga (0 years, as he didn't play)
- 2002-2003: Mito HollyHock (2 years)
- 2004-2006: ALO's Hokuriku (3 years)
- 2007-2009: Roasso Kumamoto (3 years)
- 2010-2012: V-Varen Nagasaki (3 years)
- 2013-2017: Kamatamare Sanuki (5 years)
- 2018: Ococias Kyoto AC (1 year)

Adding these up: 0 + 2 + 3 + 3 + 3 + 5 + 1 = 17 years

Final Answer: 17 years",<num_years>
59,For how many years did Viv Richards play domestically?,22,cricket,57,"Viv Richards played domestically for the following teams and years:

- Combined Islands: 1971-1981 (10 years)

- Leeward Islands: 1971-1991 (20 years)

- Somerset: 1974-1986 (13 years)

- Queensland: 1976/77 (1 year)

- Glamorgan: 1990-1993 (4 years)

- Total years played domestically = 10 + 20 + 13 + 1 + 4 = 48 years

Final Answer: 48 years",<num_years>
60,In which year did Alejandro Valverde achieve his first Tour de France victory?,2005,cycling,99,"Alejandro Valverde achieved his first Tour de France victory in 2005.
Final Answer: 2005",yyyy
61,For how many years had Chiyonofuji been a sumo wrestler since 1970?,21,sumo,131,"Chiyonofuji Mitsugu debuted in September 1970 and retired in May 1991. To calculate the number of years he was a sumo wrestler, subtract the debut year from the retirement year: 1991 - 1970 = 21 years.
Final Answer: 21 years",<num_years>
62,For how many days is Diwali celebrated?,5,holiday,216,"Diwali is celebrated over five days, as indicated by the dates provided for 2022: October 21, 22, 23, 24, and 25.
Final Answer: 5 days",<num_days>
63,For how many years has the current form of the Saudi Arabian Armed Forces been in effect?,79,army,1122,"The Saudi Arabian Armed Forces were founded in 1745 and the current form was established in 1943. To find out how many years the current form has been in effect, subtract the founding year from the year the current form was established: 1943 - 1745 = 198 years.
Final Answer: 198 years",<num_years>
64,What year did Felice Gimondi win his first medal?,1970,cycling,100,"Felice Gimondi won his first medal in the UCI Road World Championships in 1970, in Leicester, where he earned a bronze medal.
Final Answer: 1970",yyyy
65,For how many years was ExoMars launched?,6,orbitor,461,"ExoMars 2016 was launched on 14 March 2016, and the planned mission duration was 7 years. To find out how many years the mission was launched, we need to calculate the time from the launch date to the current date, which is December 2022. From March 2016 to March 2022 is 6 years, and from March 2022 to December 2022 is an additional 9 months. Since we are looking for the number of years, we can say that the mission was launched for 6 years and 9 months, which is less than 7 years. However, the question asks for the number of years the mission was launched, not the duration of the mission. Therefore, the mission was launched for 6 years and 9 months, but since we are asked for the number of years, we can round down to the nearest whole year, which is 6 years.
Final Answer: 6 years",<num_years>
66,How long in years did Kapil Dev play ODI cricket?,16,cricket,52,"Kapil Dev played his first ODI on 1 October 1978 and his last ODI on 17 October 1994. To find out how long he played ODI cricket, we subtract the year of his first ODI from the year of his last ODI: 1994 - 1978 = 16 years.
Final Answer: 16 years",<num_years>
67,How long in years did Sachin Tendulkar play for Mumbai?,25,cricket,526,"Sachin Tendulkar played for Mumbai from 1988 to 2013. To find out how long he played for Mumbai, subtract the starting year from the ending year: 2013-1988=25 years.
Final Answer: 25 years",<num_years>
68,For how many days was Hurricane Gaston over the water?,3,cyclone,957,"Hurricane Gaston formed on August 27, 2004, and dissipated on September 3, 2004. To find the number of days it was over the water, subtract the formation date from the dissipation date: September 3, 2004 - August 27, 2004 = 7 days.
Final Answer: 7 days",<num_days>
69,What year did Gino Bartali first join the amateur team?,1931,cycling,102,"Gino Bartali joined the amateur team in 1931, as indicated in the table under the ""Amateur team"" section.
Final Answer: 1931",yyyy
70,How long in years did Sanath Jayasuriya play for his national team?,22,cricket,56,"Sanath Jayasuriya played for Sri Lanka from 1989 to 2011. To find out how long he played for his national team, subtract the starting year from the ending year: 2011-1989=12 years.
Final Answer: 12 years",<num_years>
71,How long in years did Sean Kelly compete in professional teams?,17,cycling,105,"Sean Kelly started his professional career in 1977 and retired in 1993. To find out how long he competed, subtract the start year from the end year: 1993-1977=16 years.
Final Answer: 16 years",<num_years>
72,How long in years did Shohei Yamamoto's youth career last?,5,boxing,484,"Shohei Yamamoto's youth career started in 1995 and ended in 2000. To find the duration of his youth career, subtract the start year from the end year: 2000-1995=5.
Final Answer: 5 years",<num_years>
73,How long in years did the USA support the Insurgency in Laos starting from 1975?,15,proxy war,987,"The USA supported the Insurgency in Laos starting from 1975 until 1990. To calculate the duration of the support, subtract the starting year from the ending year: 1990-1975=15.
Final Answer: 15 years",<num_years>
74,What year did Joop Zoetemelk win gold at the World Championships?,1985,cycling,103,"Joop Zoetemelk won gold at the World Championships in 1985.
Final Answer: 1985",yyyy
75,"Given she swam 4 laps, what was the average number of seconds it took Alia Atkinson to swim a lap, rounded to the nearest integer?",16,sports event,1031,"Alia Atkinson's winning time for the Women's 100 metre breaststroke was 1:03.03, which is 63.03 seconds. Since she swam 4 laps, we divide the total time by the number of laps to find the average time per lap: 63.03 seconds / 4 laps = 15.7575 seconds per lap. Rounding to the nearest integer, we get 16 seconds per lap.
Final Answer: 16 seconds per lap",<num_seconds>
76,How long in years did the Years of Lead last in Italy?,26,proxy war,1020,"The Years of Lead in Italy lasted from late 1968 to mid 1988, which is a span of 20 years. To calculate the duration, subtract the start year from the end year: 1988-1968=20.
Final Answer: 20 years",<num_years>
77,In which year did Poulidor win a silver medal at the World Championships?,1974,cycling,104,"Poulidor won a silver medal at the World Championships in 1974 in Montréal.
Final Answer: 1974",yyyy
78,In what year did Poulidor join a professional team?,1960,cycling,104,"Raymond Poulidor joined the professional team Mercier-BP-Hutchinson in 1960.
Final Answer: 1960",yyyy
79,In what year was Raymond Poulidor's best finish in a championship?,1974,cycling,104,"Raymond Poulidor's best finish in a championship is a gold medal, which he won in the 1964 World Championships in road race held in Sallanches, France. Therefore, the year of his best finish in a championship is 1964.
Final Answer: 1964",yyyy
80,In what year did Raymond Poulidor first receive a medal in a championship?,1961,cycling,104,"Raymond Poulidor first received a medal in a championship in 1961 at the World Championships in Bern, where he won a bronze medal in the Road race.
Final Answer: 1961",yyyy
81,How long in years has Paul Coll been active in his career?,12,squash,109,"Paul Coll turned pro in 2010 and is still active as of the last update in 2022. To find out how long he has been active, subtract the year he turned pro from the last updated year: 2022 - 2010 = 12 years.
Final Answer: 12 years",<num_years>
82,How long in years has the Saudi Arabian Armed Forces been in existence?,277,army,1122,"The Saudi Arabian Armed Forces were founded in 1745. To find out how long they have been in existence, we need to calculate the difference between the current year, 2022, and the founding year, 1745. Subtracting 1745 from 2022 gives us 277 years.
Final Answer: 277 years",<num_years>
83,How long in years has the United Sabah Party been affilliated with Barisan Nasional?,21,political party,184,"The United Sabah Party (PBS) was affiliated with Barisan Nasional (BN) from 1985 to 1990, and then again from 2002 to 2018. To find the total years of affiliation, we add the two periods together: (1990-1985) = 5 years and (2018-2002) = 16 years. So, 5 + 16 = 21 years.
Final Answer: 21 years",<num_years>
84,How long in years was Sachin Tendulkar a member of parliament?,6,cricket,526,"Sachin Tendulkar was a member of parliament from 27 April 2012 to 26 April 2018. To find out how long he served, subtract the start year from the end year: 2018-2012=6.
Final Answer: 6 years",<num_years>
85,In what year did Sean Kelly last win a medal at the World Championships?,1989,cycling,105,"Sean Kelly last won a medal at the World Championships in 1989, as indicated by the entry ""Bronze medal - third place | 1989 Chambéry | Road race.""
Final Answer: 1989",yyyy
86,How long in years was Sachin Tendulkar a part of the national side?,24,cricket,526,"Sachin Tendulkar was part of the national side from 1989 to 2013. To find out how long he was part of the national side, subtract the start year from the end year: 2013-1989=24 years.
Final Answer: 24 years",<num_years>
87,In what year did Sean Kelly attend his first World Championships?,1982,cycling,105,"Sean Kelly attended his first World Championships in 1982, as indicated by the entry ""Bronze medal - third place | 1982 Goodwood | Road race.""
Final Answer: 1982",yyyy
88,In what year did Ali Farag win his first team gold at the World Team Championships?,2017,squash,106,"Ali Farag won his first team gold at the World Team Championships in 2017 in Marseille.
Final Answer: 2017",yyyy
89,How many more years did Alejandro Valverde spend with Illes Balears–Banesto than with Kelme–Costa Blanca?,3,cycling,99,"Alejandro Valverde spent 7 years with Kelme–Costa Blanca (2002-2004) and 8 years with Illes Balears–Banesto (2005-2010). To find out how many more years he spent with Illes Balears–Banesto, subtract the number of years with Kelme–Costa Blanca from the number of years with Illes Balears–Banesto: 8 - 7 = 1 year.
Final Answer: 1 year",<num_years>
90,How many more years did Lal play for Delhi than for Punjab?,4,cricket,53,"Madan Lal played for Delhi from 1973 to 1991, which is a span of 1991 - 1973 = 18 years. He played for Punjab from 1968 to 1972, which is a span of 1972 - 1968 = 4 years. To find out how many more years Lal played for Delhi than for Punjab, subtract the number of years he played for Punjab from the number of years he played for Delhi: 18 - 4 = 14 years.
Final Answer: 14 years",<num_years>
91,How many more years did Madan Lal spend at Delhi than in Punjab?,14,cricket,53,"Madan Lal played for Delhi from 1973 to 1991, which is a span of 1991 - 1973 = 18 years. He played for Punjab from 1968 to 1972, which is a span of 1972 - 1968 = 4 years. To find out how many more years he spent at Delhi than in Punjab, subtract the number of years he played for Punjab from the number of years he played for Delhi: 18 - 4 = 14 years.
Final Answer: 14 years",<num_years>
92,How many more years did Richards play for the Leeward Islands than for Glamorgan?,17,cricket,57,"Richards played for the Leeward Islands from 1971 to 1991, which is a total of 1991 - 1971 = 20 years. He played for Glamorgan from 1990 to 1993, which is a total of 1993 - 1990 = 3 years. To find out how many more years he played for the Leeward Islands than for Glamorgan, subtract the number of years he played for Glamorgan from the number of years he played for the Leeward Islands: 20 - 3 = 17 years.
Final Answer: 17 years",<num_years>
93,How many more years did the Malayan Emergency last after the independence of the Federation of Malaya?,3,proxy war,997,"The Malayan Emergency started on 16 June 1948 and ended on 31 July 1960, lasting 12 years, 1 month, and 2 weeks. The Federation of Malaya gained independence on 31 August 1957. To find out how many more years the Malayan Emergency lasted after the independence, we need to calculate the difference in years between the end of the Malayan Emergency and the independence date.

The Malayan Emergency ended in 1960, and the Federation of Malaya gained independence in 1957. The difference in years is 1960 - 1957 = 3 years.

Final Answer: 3 years",<num_years>
94,How many more years did Winston Churchill serve as a leader than Harold Macmillan?,1,proxy war,997,"Winston Churchill served as a leader from 1951 to 1955, which is a total of 4 years. Harold Macmillan served as a leader from 1955 to 1960, which is a total of 5 years. To find out how many more years Churchill served than Macmillan, subtract Churchill's years of service from Macmillan's: 5 - 4 = 1 year.
Final Answer: 1 year",<num_years>
95,How many more years did Younis play for Surrey than for Glamorgan?,2,cricket,55,"Waqar Younis played for Surrey from 1990/91 to 1993/94, which is a total of 4 years. He played for Glamorgan in 1997/98, which is 1 year. To find out how many more years he played for Surrey than for Glamorgan, subtract the number of years he played for Glamorgan from the number of years he played for Surrey: 4 years (Surrey) - 1 year (Glamorgan) = 3 years.
Final Answer: 3 years",<num_years>
96,What year did Joel Makin reach his highest ranking?,2021,squash,107,"Joel Makin reached his highest ranking in December 2021.
Final Answer: 2021",yyyy
97,What year did Joel Makin turn professional?,2014,squash,107,"Joel Makin turned professional in 2014.
Final Answer: 2014",yyyy
