id,question,answer,category,table_id,output,answer_format
10,Around which year will the next orbital period begin starting from the time of perihelion?,2206,planet,1138,"Step 1: Identify the relevant information from the table.
- Orbital period: 164.8 years
- Time of perihelion: 2042-Sep-04

Step 2: Calculate the next orbital period starting from the time of perihelion.
- Since the orbital period is 164.8 years, we add this to the time of perihelion to find the next occurrence.

Step 3: Perform the calculation.
- 2042 + 164.8 = 2206.8

Step 4: Round to the nearest whole year, as we are looking for a specific year.
- 2207

Final Answer: The next orbital period will begin in the year 2207.",yyyy
11,"Between 2021 and 2024, how many years does Mardi Gras take place in February?",3,holiday,218,"Step 1: Identify the relevant dates from the table for the years 2021 to 2024.

- 2021: 16 February
- 2022: 1 March
- 2023: 21 February
- 2024: 13 February

Step 2: Count the number of years where Mardi Gras takes place in February.

- 2021: February
- 2023: February
- 2024: February

Step 3: Sum the number of years.

- 2021, 2023, and 2024 are the years where Mardi Gras takes place in February.

Final Answer: Mardi Gras takes place in February for 3 years between 2021 and 2024.",<num_years>
12,"Between 2021 and 2024, which year does Purim occur the earliest in the year?",2021,holiday,206,"Step 1: Identify the relevant column in the table, which is the ""Date"" column.

Step 2: Look for the earliest date between 2021 and 2024 in the ""Date"" column.

Step 3: Compare the dates for each year and find the earliest one.

Step 4: Identify the year with the earliest date.

Step 5: State the final answer.

Final Answer: 2021",yyyy
13,"Between 2021 and 2024, which year does Purim occur the latest in the year?",2024,holiday,206,"Step 1: Identify the relevant column in the table, which is the ""Date"" column.

Step 2: Look for the dates between 2021 and 2024 in the ""Date"" column.

Step 3: Compare the dates to find the latest one.

Step 4: Identify the year associated with the latest date.

Step 5: State the final answer.

Final Answer: 2024",yyyy
14,"Between 2021 and 2024, which year does Sukkot occur earliest in the year?",2021,holiday,219,"Step 1: Identify the relevant information from the table. In this case, we are looking for the year when Sukkot occurs earliest in the year between 2021 and 2024.

Step 2: Locate the dates for Sukkot in the given years. According to the table, the dates for Sukkot are as follows:
- 2021: Sunset, 20 September - nightfall, 27 September
- 2022: Sunset, 9 October - nightfall, 16 October
- 2023: Sunset, 29 September - nightfall, 6 October
- 2024: Sunset, 16 October - nightfall, 23 October

Step 3: Compare the dates to determine the earliest occurrence. By comparing the dates, we can see that 2023 has the earliest dates for Sukkot, with the first day being sunset on 29 September.

Final Answer: Sukkot occurs earliest in the year 2023.",yyyy
15,"Between 2021 and 2024, which year does Sukkot occur latest in the year?",2024,holiday,219,"Step 1: Identify the relevant information from the table. In this case, we are looking for the year in which Sukkot occurs latest in the year between 2021 and 2024.

Step 2: Locate the dates for Sukkot in the given years. According to the table, the dates for Sukkot are as follows:
- 2021: Sunset, 20 September - Nightfall, 27 September
- 2022: Sunset, 9 October - Nightfall, 16 October
- 2023: Sunset, 29 September - Nightfall, 6 October
- 2024: Sunset, 16 October - Nightfall, 23 October

Step 3: Compare the dates to determine which year Sukkot occurs latest. By comparing the dates, we can see that the latest date for Sukkot is in 2024, with the last day being 23 October.

Final Answer: Sukkot occurs latest in the year 2024.",yyyy
16,By how many days did the Black Friday dates differ between 2022 and 2021?,1,holiday,214,"Step 1: Identify the Black Friday dates for 2021 and 2022 from the table.

- 2021 date: November 26, 2021
- 2022 date: November 25, 2022

Step 2: Calculate the difference in days between the two dates.

- November 26, 2021, to November 25, 2022, is a difference of 1 day.

Final Answer: The Black Friday dates differed by 1 day between 2022 and 2021.",<num_days>
17,By how many days did the National Election Day dates differ in 2022 and 2023?,1,holiday,209,"Step 1: Identify the National Election Day dates for 2022 and 2023 from the table.

- 2022 date: November 8
- 2023 date: November 7

Step 2: Calculate the difference in days between the two dates.

- November 8, 2022, to November 7, 2023, is a difference of 1 day.

Final Answer: The National Election Day dates differed by 1 day in 2022 and 2023.",<num_days>
18,At what age did Dhanraj Pillay compete in his first Asian Games?,22,hockey,485,"Step 1: Identify the relevant information from the table. In this case, we need to find the age of Dhanraj Pillay during his first Asian Games participation.

Step 2: Locate the Asian Games information in the table. The relevant entry is: ""Silver medal - second place | 1990 Beijing | Team"".

Step 3: Find the year of the first Asian Games mentioned in the table, which is 1990.

Step 4: Determine Dhanraj Pillay's birth year from the table, which is 1968.

Step 5: Calculate the age of Dhanraj Pillay during his first Asian Games by subtracting his birth year from the year of the first Asian Games: 1990 - 1968 = 22 years old.

Final Answer: Dhanraj Pillay was 22 years old during his first Asian Games.",<num_years>
19,At what age did Dhanraj Pillay join the National team?,21,hockey,485,"Step 1: Identify the relevant information from the table. In this case, we need to find out the age of Dhanraj Pillay when he joined the National team.

Step 2: Locate the ""Born"" information in the table. According to the table, Dhanraj Pillay was born on 16 July 1968.

Step 3: Identify the year Dhanraj Pillay joined the National team. From the ""National team"" row, we can see that he joined the team in 1989.

Step 4: Calculate the age of Dhanraj Pillay when he joined the National team. To do this, subtract the year he was born (1968) from the year he joined the team (1989).

1989 - 1968 = 21

Step 5: State the final answer. Dhanraj Pillay joined the National team at the age of 21.

Final Answer: Dhanraj Pillay joined the National team at the age of 21.",<num_years>
20,At what age did Dhanraj Pillay play for Indian Gymkhana?,24,hockey,485,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age of Dhanraj Pillay when he played for Indian Gymkhana.

Step 2: Find the year Dhanraj Pillay played for Indian Gymkhana. According to the table, he played for Indian Gymkhana in 1992-1993.

Step 3: Find Dhanraj Pillay's birth year. The table states that he was born on 16 July 1968.

Step 4: Calculate the age of Dhanraj Pillay in 1992. To do this, subtract his birth year from the year he played for Indian Gymkhana: 1992 - 1968 = 24.

Step 5: Since the exact date of the season is not given, we can assume that he started playing for Indian Gymkhana at the beginning of the season, which would be around July 1992. Since his birthday is in July, he would have turned 24 in July 1992.

Final Answer: Dhanraj Pillay played for Indian Gymkhana at the age of 24.",<num_years>
21,At what age did Don Bradman join his second domestic team?,27,cricket,527,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Don Bradman joined his second domestic team.

Step 2: Locate the relevant data in the table. The table provides the following information about Don Bradman's domestic team history: ""1927/28-1933/34 New South Wales"" and ""1935/36-1948/49 South Australia.""

Step 3: Determine the age at which Don Bradman joined his second domestic team. Since the first domestic team is New South Wales, the second domestic team is South Australia. Don Bradman joined South Australia in the 1935/36 season.

Step 4: Calculate the age. Don Bradman was born on 27 August 1908. To find out his age in the 1935/36 season, we need to calculate the difference between 1935 and 1908.

1935 - 1908 = 27

Step 5: State the final answer. Don Bradman joined his second domestic team, South Australia, at the age of 27.

Final Answer: Don Bradman joined his second domestic team, South Australia, at the age of 27.",<num_years>
22,At what age did Don Bradman play for the national side?,20,cricket,527,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Don Bradman played for the national side, which is Australia.

Step 2: Find the date of Don Bradman's birth. According to the table, he was born on 27 August 1908.

Step 3: Find the date of Don Bradman's Test debut, which is the date he started playing for the national side. The table shows that his Test debut was on 30 November 1928.

Step 4: Calculate the age at which Don Bradman played for the national side. To do this, we need to find the difference between the date of his Test debut and his birth date.

Step 5: Subtract the birth year from the debut year: 1928 - 1908 = 20 years.

Step 6: Since the debut was in November and the birth was in August, we need to check if he had already turned 20 by the time of his debut. Since his birthday in August had already passed by November, he was indeed 20 years old.

Final Answer: Don Bradman played for the national side at the age of 20.",<num_years>
23,At what age did Don Bradman play his last Test?,40,cricket,527,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Don Bradman played his last Test.

Step 2: Locate the ""Last Test"" row in the table. It states that the last Test was played on 18 August 1948.

Step 3: Locate the ""Born"" row in the table. It states that Don Bradman was born on 27 August 1908.

Step 4: Calculate the age at which Don Bradman played his last Test. Subtract the year of birth from the year of the last Test: 1948 - 1908 = 40.

Step 5: Since the last Test was played on 18 August 1948, and Don Bradman was born on 27 August 1908, he had already turned 40 by the time of his last Test.

Final Answer: Don Bradman played his last Test at the age of 40.",<num_years>
24,At what age did Eddy Merckx last win 34 individual stages at the Tour de France?,30,cycling,635,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age at which Eddy Merckx last won 34 individual stages at the Tour de France.

Step 2: Locate the information about the 34 individual stages in the table. The table states that Eddy Merckx won 34 individual stages in the years 1969-1972, 1974, and 1975.

Step 3: Determine the last year mentioned in the table for winning 34 individual stages, which is 1975.

Step 4: Calculate Eddy Merckx's age in 1975. He was born on June 17, 1945. To find his age in 1975, subtract his birth year from 1975: 1975 - 1945 = 30.

Step 5: State the final answer. Eddy Merckx was 30 years old when he last won 34 individual stages at the Tour de France in 1975.

Final Answer: Eddy Merckx was 30 years old when he last won 34 individual stages at the Tour de France.",<num_years>
25,At what age did Eddy Merckx win gold at the 1964 World Championships?,19,cycling,635,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age of Eddy Merckx when he won the gold medal at the 1964 World Championships.

Step 2: Find the date of birth of Eddy Merckx in the table. According to the table, Eddy Merckx was born on 17 June 1945.

Step 3: Determine the year of the 1964 World Championships. The table mentions that the 1964 World Championships took place in Sallanches.

Step 4: Calculate Eddy Merckx's age in 1964. To do this, subtract his birth year (1945) from the year of the championship (1964).

1964 - 1945 = 19

Step 5: State the final answer. Eddy Merckx was 19 years old when he won the gold medal at the 1964 World Championships.

Final Answer: Eddy Merckx was 19 years old when he won the gold medal at the 1964 World Championships.",<num_years>
26,What year did Rubens Barrichello have his best finish in his Stock Car Brasil career?,2014,f1,51,"Step 1: Identify the relevant table for the question, which is the Stock Car Brasil career table.

Step 2: Locate the column that mentions the best finish in the championship.

Step 3: Read the value in the column to find the year of the best finish.

Step 4: Extract the year from the given information.

Final Answer: 2014",yyyy
27,At what age did Farag turn professional?,17,squash,106,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Farag turned professional.

Step 2: Locate the ""Turned Pro"" row in the table. It states ""Turned Pro 2009.""

Step 3: Locate the ""Born"" row in the table. It states ""( | 1992-04-22 | ) | 22 April 1992 | (age 30) | Cairo, Egypt.""

Step 4: Calculate the age at which Farag turned professional. Subtract the year he turned professional (2009) from the year he was born (1992).

2009 - 1992 = 17

Step 5: State the final answer. Farag turned professional at the age of 17.

Final Answer: Farag turned professional at the age of 17.",<num_years>
28,At what age did Gagan Ajit Singh win a medal at the Asian Games?,22,hockey,486,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age of Gagan Ajit Singh when he won a medal at the Asian Games.

Step 2: Find the relevant data in the table. The table provides the following information about the Asian Games: ""Silver medal - second place | 2002 Busan | Team"".

Step 3: Determine the year of the Asian Games. From the information provided, the Asian Games took place in 2002.

Step 4: Find Gagan Ajit Singh's birth year. The table provides the following information about Gagan Ajit Singh: ""Born ( | 1980-12-09 | ) | 9 December 1980 | (age 41) | Firozpur, Punjab, India"".

Step 5: Calculate Gagan Ajit Singh's age in 2002. To do this, subtract his birth year (1980) from the year of the Asian Games (2002): 2002 - 1980 = 22.

Step 6: State the final answer. Gagan Ajit Singh was 22 years old when he won a medal at the Asian Games in 2002.

Final Answer: Gagan Aj",<num_years>
29,At what age did Gagan Ajit Singh win a medal at the Champions Challenge?,21,hockey,486,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age of Gagan Ajit Singh when he won a medal at the Champions Challenge.

Step 2: Find the year Gagan Ajit Singh won a medal at the Champions Challenge. According to the table, he won a gold medal at the Champions Challenge in 2001.

Step 3: Determine Gagan Ajit Singh's birth year. The table states that he was born on 9 December 1980.

Step 4: Calculate his age in 2001. To do this, subtract his birth year from the year he won the medal: 2001 - 1980 = 21.

Final Answer: Gagan Ajit Singh was 21 years old when he won a medal at the Champions Challenge.",<num_years>
30,At what age did Haguroyama Masaji achieve his highest rank?,26,sumo,137,"Step 1: Identify the date of Haguroyama Masaji's highest rank, which is May 1941.

Step 2: Identify Haguroyama Masaji's birth date, which is November 18, 1914.

Step 3: Calculate the age difference between the two dates.

Step 4: Subtract the birth year from the year of the highest rank to get the age in years.

Step 5: Since the highest rank was achieved in May and the birth date is in November, we need to consider that Haguroyama Masaji had not yet reached his birthday in 1941. Therefore, we need to subtract one year from the calculated age.

Step 6: Perform the calculation: 1941 - 1914 = 27 years. Subtract 1 year because he had not yet turned 27 in May 1941.

Final Answer: Haguroyama Masaji achieved his highest rank at the age of 26.",<num_years>
31,At what age did Haguroyama Masaji receive his highest ranking?,27,sumo,137,"Step 1: Identify the date of Haguroyama Masaji's highest ranking, which is May 1941.

Step 2: Determine Haguroyama Masaji's birth date, which is November 18, 1914.

Step 3: Calculate the age difference between the two dates.

Step 4: Subtract the birth year from the year of the highest ranking to get the age in years.

Step 5: Since the highest ranking was in May and the birth date is in November, we need to consider that Haguroyama Masaji had not yet reached his birthday in 1941. Therefore, we subtract one year from the calculated age.

Step 6: Perform the calculation: 1941 - 1914 = 27 years. Subtract 1 year because he had not yet turned 27 in May 1941.

Final Answer: Haguroyama Masaji received his highest ranking at the age of 26.",<num_years>
32,By how many days do the dates of Black Friday differ between 2021 and 2024?,3,holiday,214,"Step 1: Identify the dates of Black Friday for 2021 and 2024 from the table.

- 2021 date: November 26, 2021
- 2024 date: November 29, 2024

Step 2: Calculate the difference in days between the two dates.

- November 26, 2021, to November 29, 2024, is a span of 3 years and 3 days.

Step 3: Since 2021 to 2024 includes 3 leap years (2020, 2024), we need to account for the extra day in February 2020.

- 3 years = 3 * 365 = 1095 days
- Leap year (2020) = 1 extra day
- Total days = 1095 + 1 = 1096 days

Step 4: Add the 3 days from November 26, 2021, to November 29, 2024.

- Total days = 1096 + 3 = 1099 days

Final Answer: The dates of Black Friday differ by 1099 days between 2021 and 2024.",<num_days>
33,How many days after being completed was the Maori commissioned?,5,ship,1111,"Step 1: Identify the completion date of the Maori from the table.
- The Maori was completed on 30 November 1938.

Step 2: Identify the commissioning date of the Maori from the table.
- The Maori was commissioned on 5 December 1938.

Step 3: Calculate the number of days between the completion and commissioning dates.
- From 30 November 1938 to 5 December 1938 is 6 days.

Final Answer: The Maori was commissioned 6 days after being completed.",<num_days>
34,At what age did Haguroyama Masaji retire?,39,sumo,137,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Haguroyama Masaji retired.

Step 2: Locate the retirement date in the table. The table states that Haguroyama Masaji retired in September 1953.

Step 3: Find the birth date of Haguroyama Masaji. The table provides his birth date as November 18, 1914.

Step 4: Calculate the age at retirement. To do this, we need to find the difference between the retirement date and the birth date.

Step 5: Subtract the birth year from the retirement year: 1953 - 1914 = 39 years.

Step 6: Since the retirement date is after the birth date in the same year, we don't need to adjust the year. The age at retirement is 39 years.

Final Answer: Haguroyama Masaji retired at the age of 39.",<num_years>
35,At what age did Jenson Button become active in his career?,20,f1,259,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Jenson Button became active in his career.

Step 2: Locate the ""Active years"" row in the table. It states ""Active years 2000-2017.""

Step 3: Identify the year Jenson Button became active in his career. The table states ""First entry 2000 Australian Grand Prix.""

Step 4: Determine Jenson Button's birth year. The table states ""Born Jenson Alexander Lyons Button | ( | 1980-01-19 | ) | 19 January 1980.""

Step 5: Calculate the age at which Jenson Button became active in his career. Subtract the birth year (1980) from the year he became active (2000).

2000 - 1980 = 20

Final Answer: Jenson Button became active in his career at the age of 20.",<num_years>
36,At what age did Jenson Button win his first Hungarian Grand Prix?,26,f1,259,"Step 1: Identify the relevant information from the table. In this case, we need to find out the age of Jenson Button when he won his first Hungarian Grand Prix.

Step 2: Locate the date of Jenson Button's first win. According to the table, his first win was at the 2006 Hungarian Grand Prix.

Step 3: Determine Jenson Button's birthdate. The table states that he was born on 19 January 1980.

Step 4: Calculate the age at the time of his first win. Since the first win was in 2006 and he was born in 1980, we subtract the birth year from the year of the win: 2006 - 1980 = 26 years old.

Final Answer: Jenson Button was 26 years old when he won his first Hungarian Grand Prix.",<num_years>
37,At what age did Jenson Button win his last Brazilian Grand Prix?,32,f1,259,"Step 1: Identify the relevant information from the table. In this case, we need to find out Jenson Button's age when he won his last Brazilian Grand Prix.

Step 2: Locate the date of the last Brazilian Grand Prix in the table. The table states that Jenson Button's last win was at the 2012 Brazilian Grand Prix.

Step 3: Find Jenson Button's birth date in the table. The table states that he was born on 19 January 1980.

Step 4: Calculate the age at the time of the last Brazilian Grand Prix. Since the last Brazilian Grand Prix was in 2012 and Jenson Button was born in 1980, we subtract 1980 from 2012 to get his age at that time.

2012 - 1980 = 32

Step 5: State the final answer. Jenson Button was 32 years old when he won his last Brazilian Grand Prix.

Final Answer: Jenson Button was 32 years old when he won his last Brazilian Grand Prix.",<num_years>
38,How many days after being launched was the Maori commissioned?,459,ship,1111,"Step 1: Identify the launch date and the commissioning date from the table.

- Launched: 2 September 1937
- Commissioned: 5 December 1938

Step 2: Calculate the number of days between the launch date and the commissioning date.

- From 2 September 1937 to 2 September 1938 is 1 year, which is 365 days (1938 is not a leap year).
- From 2 September 1938 to 5 December 1938 is 3 months and 3 days.

Step 3: Calculate the number of days in the 3 months and 3 days period.

- September has 30 days, so from 2 September to 30 September is 28 days.
- October has 31 days.
- November has 30 days.
- From 1 December to 5 December is 5 days.

Step 4: Add the days from the 1-year period and the 3-month period.

- 365 days (1 year) + 28 days (September) + 31 days (October) + 30 days (November) + 5 days (December) = 449 days

Final Answer: The Maori was commissioned 449 days after being",<num_days>
39,At what age did Kimi Räikkönen enter his first Formula One World Championship?,22,f1,344,"Step 1: Identify the relevant information from the table. In this case, we need to find Kimi Räikkönen's age when he entered his first Formula One World Championship.

Step 2: Locate the relevant data in the table. The table provides the following information: ""First entry: 2001 Australian Grand Prix.""

Step 3: Determine Kimi Räikkönen's birthdate. The table states: ""Born: Kimi-Matias Räikkönen | ( | 1979-10-17 | ) | 17 October 1979.""

Step 4: Calculate the age at the time of the first entry. Since the first entry was in 2001 and Kimi Räikkönen was born on 17 October 1979, we subtract the birth year from the year of the first entry: 2001 - 1979 = 22 years old.

Step 5: Verify the calculation. Kimi Räikkönen was born in 1979, and the first entry was in 2001, so he would have been 22 years old at that time.

Final Answer: Kimi Räikkönen entered his first Formula One World Championship at the age of 22.",<num_years>
40,At what age did Kimi Räikkönen get divorced?,35,f1,344,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age at which Kimi Räikkönen got divorced.

Step 2: Locate the information about Kimi Räikkönen's spouse(s) in the table. We can see that he was married to Jenni Dahlman in 2004 and divorced in 2014.

Step 3: Determine the age at which Kimi Räikkönen got divorced. We know that he was born on October 17, 1979. To find his age at the time of divorce, we need to calculate the difference between the year of divorce (2014) and the year of birth (1979).

2014 - 1979 = 35

Step 4: State the final answer. Kimi Räikkönen got divorced at the age of 35.

Final Answer: Kimi Räikkönen got divorced at the age of 35.",<num_years>
41,At what age did Kimi Räikkönen win his first Formula One World Championship?,24,f1,344,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age at which Kimi Räikkönen won his first Formula One World Championship.

Step 2: Locate the relevant data in the table. The table provides the following information: ""Active years: 2001-2009, 2012-2021"" and ""Championships: 1 (2007)"".

Step 3: Determine the year of the first championship. The table states that Kimi Räikkönen won his first Formula One World Championship in 2007.

Step 4: Calculate the age at which he won the championship. Kimi Räikkönen was born on October 17, 1979. To find his age in 2007, subtract his birth year from the championship year: 2007 - 1979 = 28.

Step 5: State the final answer. Kimi Räikkönen won his first Formula One World Championship at the age of 28.

Final Answer: Kimi Räikkönen won his first Formula One World Championship at the age of 28.",<num_years>
42,At what age did Mohamed El Shorbagy turn pro?,15,squash,108,"Step 1: Identify the relevant information in the table. In this case, we are looking for the age at which Mohamed El Shorbagy turned pro.

Step 2: Locate the ""Turned Pro"" row in the table. The row states ""Turned Pro 2006.""

Step 3: Locate the ""Born"" row in the table. The row states ""( | 1991-01-12 | ) | 12 January 1991 | (age 31) | Alexandria, Egypt.""

Step 4: Calculate the age at which he turned pro. Subtract the year he turned pro (2006) from the year he was born (1991).

2006 - 1991 = 15

Step 5: State the final answer. Mohamed El Shorbagy turned pro at the age of 15.

Final Answer: Mohamed El Shorbagy turned pro at the age of 15.",<num_years>
43,At what age did Mohamed El Shorbagy win the World Team Championship?,20,squash,108,"Step 1: Identify the relevant information from the table. In this case, we are looking for the age at which Mohamed El Shorbagy won the World Team Championship.

Step 2: Locate the World Team Championships row in the table. It states: ""Gold medal - first place | 2011 Paderborn | Team"".

Step 3: Find the year Mohamed El Shorbagy won the World Team Championship, which is 2011.

Step 4: Determine Mohamed El Shorbagy's birth year, which is given as 1991.

Step 5: Calculate the age at which he won the World Team Championship by subtracting his birth year from the year he won the championship: 2011 - 1991 = 20.

Final Answer: Mohamed El Shorbagy won the World Team Championship at the age of 20.",<num_years>
44,How long in months did it last as Adal?,17,political party,932,"Step 1: Identify the founding date of the Adal party as Birlik, which is 26 April 2013.

Step 2: Identify the date when the Adal party was dissolved, which is 26 April 2022.

Step 3: Calculate the time difference between the founding date and the dissolution date.

Step 4: Convert the time difference from years to months.

26 April 2022 - 26 April 2013 = 9 years

9 years * 12 months/year = 108 months

Final Answer: The Adal party lasted as Adal for 108 months.",<num_months>
45,At what age did Riccardo Patrese first win the Monaco Grand Prix?,28,f1,261,"Step 1: Identify the relevant information from the table. In this case, we need to find out the age of Riccardo Patrese when he first won the Monaco Grand Prix.

Step 2: Locate the date of Riccardo Patrese's first win. According to the table, his first win was at the 1982 Monaco Grand Prix.

Step 3: Determine Riccardo Patrese's birth date. The table states that he was born on 17 April 1954.

Step 4: Calculate the age of Riccardo Patrese at the time of his first win. Since his first win was in 1982, we subtract his birth year (1954) from the year of his first win (1982).

1982 - 1954 = 28

Step 5: State the final answer. Riccardo Patrese was 28 years old when he first won the Monaco Grand Prix.

Final Answer: Riccardo Patrese was 28 years old when he first won the Monaco Grand Prix.",<num_years>
